"Respnum","Month","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_algore","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","nonbeliever_factor_open","nonbeliever_factor_open_coded","gw_noevidence","gw_scioverstate","gw_earthtoobig","gw_nattrend","gw_mediaoverstate","fftax_support_v1","gastax_support_v1","electrictax_support_v1","carbontax_revuse_v1","carbontax_revuseimpact","nuclear_support","worldviews_useconomy","worldviews_econimprove","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Weight"
354,3,28,4,"PENNSYLVANIA",1,1,1,1,1,1,"WHATS HAPPENING IN THE ARCTIC AND ANTARCTIC",1,1,2,1,1,1,4,1,1,,,4,4,4,4,4,1,4,98,1,1,4,3,98,1,2,,3,2,1,2,2,2,0.46
355,3,31,2,"PENNSYLVANIA",1,1,2,1,2,1,"CRAZY WEATHER",3,1,3,2,1,3,2,2,3,,,2,3,4,2,2,2,4,3,1,1,3,3,3,1,1,2,3,4,2,3,4,1,1.075
356,3,31,2,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,"COLDER WINTERS",1,1,1,2,3,1,2,3,3,1,3,1,3,1,1,1,1,3,2,1,4,6,2,0.79
357,4,4,4,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,"WE ARE IN A NATURAL WARMING CYCLE",2,2,3,3,1,2,4,4,3,4,3,1,3,1,1,2,,5,1,2,1,,1,0.285
358,3,27,3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,"THE LAST 2 YEARS WERE BRUTALLY COLD",1,1,98,3,98,1,3,3,3,3,3,2,4,2,1,6,,5,1,1,2,4,2,0.39
359,3,30,3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,"WE JUST HAD THE COLDEST WINTER YET",1,1,2,3,1,2,4,4,4,6,,3,4,3,2,1,1,2,1,1,3,2,2,1.74
360,4,1,2,"PENNSYLVANIA",1,1,2,1,2,1,"REPORTS AND ARTICLES",4,2,2,2,3,3,2,2,3,,,3,3,4,3,4,4,4,3,6,,3,3,3,1,1,2,5,5,2,3,6,2,0.38
361,3,21,3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,"NO PROOF",3,3,3,4,3,2,3,3,3,6,,4,4,3,1,2,,4,5,2,2,,2,0.43
362,3,20,3,"OHIO",3,1,2,98,1,1,"WEATHER PATTERNS ARE CHANGING",3,1,1,2,1,1,2,2,1,,,4,4,4,2,2,2,2,2,1,1,2,4,2,1,2,,4,5,1,4,6,2,0.43
363,3,23,3,"OHIO",3,2,,,,,,,,,,,,,,,"SPACE EXPLORATION CAUSING IT",9,1,1,3,3,1,4,4,4,1,3,4,2,3,2,2,,5,1,1,2,,1,1.265
364,3,29,2,"OHIO",3,1,1,2,2,1,"DATA",4,1,1,1,1,1,2,2,1,,,4,1,4,1,1,3,1,1,1,1,1,4,2,1,2,,1,1,2,1,2,2,1.37
365,3,25,2,"OHIO",3,2,,,,,,,,,,,,,,,"EARTHS NATURAL PATTERNS",2,2,2,2,1,1,4,4,4,3,2,4,4,1,1,1,2,2,1,2,2,3,2,2.44
366,4,1,3,"OHIO",3,2,,,,,,,,,,,,,,,"MORE SNOW",1,3,3,98,98,3,4,4,4,3,98,4,4,2,1,6,,2,1,2,1,98,2,1.07
367,3,23,2,"OHIO",3,98,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,1,2,4,4,3,1,2,,5,1,1,3,5,2,0.36
368,3,23,2,"TENNESSEE",2,1,1,2,3,2,"TELEVISION",6,1,4,98,98,98,4,4,98,,,4,4,1,1,1,4,4,4,6,,1,4,3,1,1,1,3,5,1,2,2,2,0.82
369,3,27,3,"TENNESSEE",2,2,,,,,,,,,,,,,,,"HISTORY",2,1,2,2,2,1,4,4,4,6,,1,3,2,1,1,1,2,1,4,1,2,1,1.385
370,4,3,4,"MICHIGAN",3,1,1,1,1,1,"MAN HAS RUINED THE EARTH",8,1,3,4,3,4,3,1,3,,,4,4,4,4,4,2,4,4,2,3,4,4,2,1,1,1,1,1,1,3,1,2,1
371,3,24,2,"MICHIGAN",3,2,,,,,,,,,,,,,,,"IT IS COLD",1,1,1,1,2,1,4,4,4,6,,4,4,3,1,1,2,5,5,2,1,,2,0.37
372,4,1,3,"MASSACHUSETTS",1,1,4,1,3,2,"CARS",8,3,2,2,2,1,1,2,1,,,2,2,3,2,1,4,2,4,1,2,3,3,3,10,2,,2,5,1,4,5,1,1.335
373,3,24,2,"MASSACHUSETTS",1,1,1,1,1,1,"HOTTER IN THE SUMMER AND NOT AS MUCH SNOW IN WINTER",2,1,1,1,2,3,1,1,1,,,4,3,4,4,3,4,2,4,1,2,4,3,3,1,1,1,4,1,1,1,3,2,0.99
374,4,1,3,"MASSACHUSETTS",1,1,1,3,1,1,"MELTING POLAR ICE",1,1,2,2,1,2,2,1,1,,,4,4,4,2,4,2,2,2,1,1,2,4,3,1,2,,5,2,4,4,4,2,0.38
375,3,18,4,"ILLINOIS",3,1,2,3,2,1,"HOTTER SUMMERS, NOT SO COLD WINTERS",2,2,1,4,2,4,2,4,2,,,3,3,2,98,3,4,4,4,6,,1,4,2,1,1,98,3,2,4,1,2,1,0.735
376,4,1,3,"ILLINOIS",3,2,,,,,,,,,,,,,,,"COLD SPELLS",1,1,1,2,1,1,98,4,4,1,3,3,4,2,1,1,1,3,1,4,1,5,2,0.76
377,3,30,3,"ILLINOIS",3,2,,,,,,,,,,,,,,,"NATURAL EARTH CYCLE",2,2,2,98,1,2,98,4,4,3,1,4,4,3,1,2,,3,1,2,2,,2,0.78
378,3,24,3,"ILLINOIS",3,1,2,1,1,1,"READING",6,1,2,1,1,4,4,3,1,,,4,4,4,4,4,4,4,4,1,3,4,3,1,1,1,1,3,1,1,3,,1,1.045
379,3,30,3,"CALIFORNIA",4,98,,,,,,,,,,,,,,,,,98,4,98,2,2,98,2,98,6,,2,3,3,10,3,,5,6,1,4,,2,0.39
380,3,25,3,"KANSAS",3,2,,,,,,,,,,,,,,,"NO STRONG SCIENTIFIC  EVIDENCE",3,1,1,2,1,1,4,4,4,1,3,2,3,3,1,1,1,3,2,2,1,3,2,1.33
381,3,28,3,"KANSAS",3,1,2,2,2,2,"READING",6,3,3,4,2,4,4,4,2,,,3,2,3,3,2,4,4,4,5,3,98,4,2,1,1,1,3,1,2,2,3,2,1.33
382,3,23,3,"ARIZONA",4,98,,,,,,,,,,,,,,,,,1,1,2,1,1,4,4,3,6,,2,3,1,1,1,1,3,1,2,2,5,2,0.76
383,4,1,1,"CALIFORNIA",4,1,2,3,2,2,"POLAR ICE CAPS",1,2,2,4,3,4,4,2,2,,,98,2,3,2,3,98,98,98,1,1,98,3,3,5,6,,2,1,4,4,2,1,2.725
384,4,1,4,"PENNSYLVANIA",1,1,3,98,2,1,"READING",6,1,4,2,4,1,4,2,4,,,1,4,4,2,4,1,1,2,1,1,4,4,3,1,6,,5,2,1,5,4,1,0.305
385,3,28,3,"ILLINOIS",3,2,,,,,,,,,,,,,,,"WINTERS ARE COLDER",1,1,1,3,1,1,4,4,4,6,,1,4,3,1,1,1,4,1,2,1,6,1,0.715
386,4,1,4,"ILLINOIS",3,1,2,1,1,1,"FOSSIL FUELS",8,1,4,4,4,4,3,2,2,,,2,3,3,3,3,3,3,3,1,1,1,3,3,1,1,98,3,1,1,3,,1,0.695
387,3,21,2,"ILLINOIS",3,2,,,,,,,,,,,,,,,"PATTERNS",2,2,1,3,2,1,4,4,4,6,,2,4,2,,98,,5,5,4,2,,1,0.775
388,3,23,3,"ILLINOIS",3,2,,,,,,,,,,,,,,,"SAME WEATHER",1,2,2,3,2,2,3,3,3,6,,3,98,3,1,,,4,1,4,3,,2,0.43
389,4,4,3,"ILLINOIS",3,1,3,2,2,1,"STATUS OF SITUATION SEEMS TO BE GOING UP",10,2,4,4,2,2,4,98,2,,,2,2,3,2,2,4,4,4,2,1,1,4,3,1,6,,2,1,1,3,3,1,1.905
390,4,4,4,"NEW YORK",1,1,1,3,1,1,"LIVE BY THE SHORE",11,2,4,98,4,4,4,4,4,,,2,4,4,2,4,4,4,4,6,,4,4,2,10,2,,4,1,4,5,1,1,0.375
391,3,22,3,"NEW YORK",1,1,2,1,1,1,"RESEARCH",4,1,2,2,1,2,2,1,1,,,4,3,4,4,3,2,2,2,1,1,2,2,2,1,7,,5,1,1,3,,1,0.635
392,3,20,3,"NEW YORK",1,1,1,1,1,1,"DATA",4,1,2,1,2,2,3,1,1,,,4,4,4,4,4,2,2,2,1,3,2,3,1,1,1,2,4,2,4,4,6,2,0.43
393,4,4,3,"NEW YORK",1,1,1,1,1,1,"POLLUTION",8,1,2,2,1,2,2,1,2,,,4,4,4,4,3,1,2,2,1,98,4,3,1,1,1,2,5,2,1,5,5,2,0.35
394,3,28,2,"NEW YORK",1,1,2,3,1,1,"NOT SURE",10,2,2,2,2,4,4,2,3,,,3,4,4,3,3,3,3,3,6,,3,3,3,1,98,,5,98,,3,4,2,0.39
395,3,24,4,"NEW YORK",1,1,2,1,1,1,"WEATHER",3,2,1,98,1,1,1,1,1,,,4,3,4,4,4,2,2,2,4,1,4,4,3,1,2,,4,2,4,4,4,2,0.09
396,3,18,3,"MISSOURI",3,1,2,3,2,2,"MELTING GLACIERS IN ALASKA",1,1,3,2,2,3,3,2,2,,,3,3,3,4,3,2,2,2,1,1,2,4,2,1,,,4,2,,,,1,0.695
397,3,28,3,"MISSOURI",3,1,1,3,2,1,"THE MELTING POLAR ICE",1,2,3,2,1,98,1,2,2,,,3,3,3,2,3,2,3,3,1,3,3,4,3,1,98,,3,1,4,2,1,2,0.8
398,4,1,3,"IOWA",3,2,,,,,,,,,,,,,,,"NOT SURE",9,2,2,1,3,2,4,4,4,1,1,2,4,3,1,1,2,2,2,4,3,2,1,1.385
399,3,27,4,"IOWA",3,98,,,,,,,,,,,,,,,,,98,98,98,98,98,98,3,98,98,,98,4,2,1,1,2,2,1,,,,2,0.72
400,3,22,3,"MINNESOTA",3,1,2,1,1,1,"NEWS",6,1,2,1,3,2,3,2,2,,,4,4,4,4,4,1,1,4,1,1,98,3,1,1,1,2,4,4,1,3,3,1,1.255
401,3,28,3,"MINNESOTA",3,2,,,,,,,,,,,,,,,"PERSONAL",1,2,4,4,4,3,4,4,4,6,,4,4,3,1,1,2,3,1,2,3,6,2,0.78
402,3,30,3,"MINNESOTA",3,1,3,1,3,2,"NEWS",6,2,3,2,2,4,4,4,2,,,3,2,3,3,2,3,3,3,1,3,1,4,3,1,1,2,3,1,4,2,1,2,0.8
403,3,23,3,"MINNESOTA",3,2,,,,,,,,,,,,,,,"TEMPERATURES GOES IN CYCLES",2,1,1,1,1,2,4,4,4,6,,1,4,3,1,1,1,3,1,1,2,3,1,1.605
404,4,1,3,"MINNESOTA",3,2,,,,,,,,,,,,,,,"THE TEMPERATURES ARE THE SAME",1,2,2,2,2,2,3,3,4,6,,3,4,2,1,2,,3,1,1,3,4,2,0.79
405,3,25,4,"MISSOURI",3,98,,,,,,,,,,,,,,,,,2,2,2,1,2,4,4,4,2,3,2,4,3,1,1,2,2,2,2,3,,2,0.72
406,3,18,4,"MISSOURI",3,1,2,2,2,98,"SPRING AND FALL TEMPERATURES ARE DIFFERENT NOW",3,2,4,4,4,4,4,4,2,,,2,98,2,98,2,4,4,4,6,,2,4,2,1,1,1,5,1,4,2,98,2,0.01
407,3,21,3,"MISSOURI",3,2,,,,,,,,,,,,,,,"NATURAL CYCLE",2,1,2,3,1,1,2,2,3,1,1,4,4,3,1,1,1,2,1,,4,4,2,1.1
408,4,5,2,"CALIFORNIA",4,1,1,1,1,1,"MAJOR EARTHQUAKES AND TSUNAMIS",3,1,1,2,1,2,1,1,1,,,4,4,4,4,4,1,2,2,1,1,1,3,2,1,3,,4,5,1,5,5,1,1.495
409,3,29,4,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"NATURE MAKES IT CHANGE FROM TIME TO TIME, NOT MAN",2,1,1,1,1,1,4,4,4,3,2,4,3,3,1,1,2,2,2,2,3,2,1,1.035
410,3,29,3,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"NOTICE NO CHANGE",1,1,1,1,1,1,4,4,4,4,3,98,3,3,1,1,1,4,1,2,1,98,2,0.42
411,4,1,3,"MISSISSIPPI",2,1,1,3,2,1,"ICE CAP MELTING MORE",1,1,1,2,2,4,4,2,2,,,4,4,4,3,98,4,4,4,1,2,4,4,3,1,1,98,2,1,3,3,4,1,1.365
412,3,23,3,"MISSISSIPPI",2,2,,,,,,,,,,,,,,,"PERSONAL OBSERVATION",1,2,1,2,1,2,2,2,2,6,,1,2,1,1,1,1,3,5,4,4,6,1,1.065
413,3,22,4,"MISSISSIPPI",2,2,,,,,,,,,,,,,,,"ALL THE HYPE ABOUT IT",4,1,98,3,1,2,4,4,4,6,,3,3,3,1,2,,2,1,4,3,3,2,1.28
414,3,18,1,"GEORGIA",2,1,2,1,2,1,"POLLUTION",8,1,2,3,3,4,3,1,3,,,4,4,4,3,3,4,4,4,6,,3,4,2,2,1,1,2,1,4,3,1,2,2.54
415,3,20,1,"GEORGIA",2,1,1,3,2,98,"MAN MADE INVENTIONS",8,3,1,4,3,4,3,1,3,,,3,3,2,3,3,3,3,3,6,,3,4,2,1,1,1,3,5,2,2,3,2,2.14
416,3,18,1,"GEORGIA",2,1,1,3,3,2,"COMPARING SUMMERS",3,1,2,2,1,98,1,1,1,,,4,4,1,1,1,4,4,4,6,,98,4,2,1,1,2,2,5,4,3,,2,1.88
417,3,22,2,"NORTH DAKOTA",3,1,2,3,2,98,"READ AND HEARD",6,1,4,2,2,4,4,1,2,,,4,4,4,3,3,2,2,2,1,3,2,3,3,10,7,,3,1,3,2,2,1,1.095
418,4,1,4,"NORTH DAKOTA",3,2,,,,,,,,,,,,,,,"GODS NATURAL CREATION",6,1,1,2,1,1,4,4,4,3,2,4,4,2,1,1,2,4,1,2,1,,2,0.07
419,3,22,3,"NORTH DAKOTA",3,2,,,,,,,,,,,,,,,"IT IS VERY COLD IN NORTH DAKOTA",1,2,3,3,1,2,4,4,4,6,,4,3,1,1,1,2,4,5,2,1,4,1,0.715
420,3,27,3,"NORTH DAKOTA",3,2,,,,,,,,,,,,,,,"NOT SURE",9,1,2,3,1,1,4,4,4,6,,1,3,1,1,6,,3,1,2,1,5,1,1.045
421,3,20,3,"NEVADA",4,2,,,,,,,,,,,,,,,"WEATHER",1,1,1,3,1,1,2,2,2,1,1,1,4,1,1,,,4,1,4,3,6,1,0.705
422,3,28,4,"NEVADA",4,1,2,1,1,2,"WEATHER",3,1,1,1,4,98,3,1,4,,,1,4,4,4,4,4,4,4,6,,4,4,2,1,1,,4,2,4,2,5,1,0.335
423,3,27,4,"NEVADA",4,1,1,3,2,1,"TOO MANY EMMISSIONS",8,2,1,3,2,4,4,2,2,,,3,3,4,3,3,3,4,2,1,1,2,4,3,9,2,,1,1,1,1,2,1,2.815
424,4,5,3,"NEVEDA",4,1,2,3,2,2,"REALLY HOT WINTERS",2,2,1,2,1,2,2,2,3,,,3,3,3,3,2,4,3,3,1,3,1,4,2,1,2,,2,2,1,5,,1,1.345
425,4,3,3,"NEVADA",4,2,,,,,,,,,,,,,,,"NATURAL CYCLES THROUGH THE YEARS",2,1,1,1,1,1,4,4,4,6,,4,3,3,9,2,,2,1,1,2,3,2,4.16
426,3,22,4,"VIRGINIA",2,2,,,,,,,,,,,,,,,"THE TEMPERATURES ARE THE SAME",1,2,2,2,3,2,3,3,3,6,,3,3,2,1,2,,3,1,1,3,,2,0.42
427,3,20,1,"VIRGINIA",2,1,1,3,1,1,"WILDLIFE BECOMING EXTINCT",7,1,2,2,2,2,2,1,2,,,4,4,4,4,4,1,1,2,1,1,1,4,2,1,3,,4,2,1,4,4,1,1.525
428,3,24,1,"VIRGINIA",2,2,,,,,,,,,,,,,,,"COLDER WINTERS",1,3,1,1,1,1,4,4,4,1,2,4,4,3,1,2,,4,2,4,5,4,1,1.525
429,3,23,1,"GEORGIA",2,1,1,2,1,1,"TEMPERATURE",2,3,2,2,1,2,2,3,2,,,2,4,4,1,4,3,4,1,98,,3,3,1,2,6,,1,5,98,3,98,2,2.76
430,3,25,3,"GEORGIA",2,1,2,3,1,2,"THE WORLD IS CHANGING ALL THE TIME",10,1,2,3,2,2,2,2,2,,,1,3,3,3,3,3,3,3,6,,4,4,2,1,1,1,3,1,1,3,2,2,0.81
431,3,28,4,"CALIFORNIA",4,1,2,1,2,98,"ICE CAPS",1,2,2,4,2,3,4,2,2,,,4,2,98,4,3,4,98,98,1,3,98,4,1,1,1,2,3,1,4,2,1,2,0.45
432,4,4,1,"CALIFORNIA",4,1,2,1,1,1,"REDEMPTION OF SCIENCE CAMPS",4,1,2,1,2,1,1,1,1,,,1,1,1,1,4,1,1,1,1,2,3,2,1,10,6,,4,5,4,3,5,1,1.495
433,3,22,3,"CALIFORNIA",4,1,1,3,1,1,"SCIENCE",4,1,3,1,3,2,4,3,2,,,4,4,4,4,4,1,1,2,1,2,2,3,1,1,6,,4,4,1,4,6,1,0.705
434,4,4,4,"CALIFORNIA",4,1,1,1,1,1,"TEMPERATURES INCREASED",2,1,1,4,3,2,1,2,3,,,4,4,4,4,4,1,1,1,1,1,4,3,2,1,1,2,4,1,1,3,3,2,0.63
435,3,18,3,"ILLINOIS",3,98,,,,,,,,,,,,,,,,,2,2,3,3,2,3,4,4,6,,2,4,2,1,2,,2,1,4,3,3,1,1.905
436,4,5,3,"IOWA",3,1,4,3,2,2,"FEEL IT IN MY BONES",2,2,3,4,3,4,4,2,98,,,3,2,3,2,1,4,4,4,6,,98,98,3,1,2,,3,1,2,3,3,2,1.33
437,3,18,3,"TEXAS",2,1,1,98,3,2,"FEELS WARMER",2,4,1,2,2,4,2,3,1,,,4,1,1,2,2,4,4,4,4,1,4,3,2,2,1,2,3,1,1,3,2,2,1.44
438,3,24,3,"CALIFORNIA",4,1,2,3,2,2,"IT GETTING HOTTER",2,2,2,4,2,4,1,2,3,,,3,3,3,3,3,4,3,3,1,1,2,3,3,1,,,5,5,4,1,5,2,0.35
439,3,31,4,"CALIFORNIA",4,1,1,1,2,1,"DATA ON SCIENCE",4,1,3,1,2,3,3,2,2,,,1,4,1,2,3,2,2,2,2,1,1,3,1,1,1,2,4,2,2,2,,1,0.345
440,3,29,3,"CALIFORNIA",4,1,2,2,2,2,"ITS BEEN VERY VERY HOT",2,1,1,3,2,3,2,1,1,,,3,3,3,4,3,98,3,3,1,1,1,4,3,1,1,2,4,5,1,5,5,1,0.685
441,3,18,2,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"NOT SURE",9,1,98,2,2,2,3,3,3,6,,3,3,3,9,,,3,5,1,2,5,2,2.3
442,3,21,3,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"THINGS ARE STILL THE SAME",1,2,2,2,2,2,3,3,4,6,,4,2,1,9,,,4,5,1,2,5,2,1.94
443,3,29,2,"WISCONSIN",3,1,1,3,2,2,"POLAR ICE CAPS",1,1,3,3,3,4,4,1,4,,,4,3,4,4,3,4,4,4,1,3,4,4,2,1,3,,5,5,2,1,5,1,0.635
444,3,30,3,"WISCONSIN",3,1,3,2,2,2,"SUMMERS ARE WARMER",2,4,1,2,2,,1,4,2,,,2,2,2,2,2,4,4,4,6,,3,4,2,1,1,2,2,1,2,2,1,2,1.1
445,3,18,3,"WISCONSIN",3,2,,,,,,,,,,,,,,,"LOOK AT THE TEMPERATURESNOW AND IN THE 20S AND 30S",1,1,2,1,1,1,4,4,4,6,,1,4,3,1,6,,4,2,2,1,6,1,0.705
446,3,18,4,"WISCONSIN",3,1,2,3,1,1,"MELTING POLAR CAPS AND GLACIERS",1,1,2,3,2,3,3,1,2,,,3,3,3,4,3,2,2,2,1,1,2,4,3,1,6,,4,2,1,4,,1,0.345
447,3,28,2,"WISCONSIN",3,2,,,,,,,,,,,,,,,"NO CHANGE",1,2,2,2,3,2,3,3,3,6,,4,2,3,1,2,,3,1,4,3,3,2,1.34
448,3,25,3,"WISCONSIN",3,2,,,,,,,,,,,,,,,"COLDER",1,3,2,4,3,3,3,4,4,6,,2,3,1,1,1,1,4,1,1,5,2,2,0.46
449,3,22,2,"NEW YORK",1,1,1,1,1,1,"MELTING ICE CAPS",1,1,2,3,2,4,2,1,1,,,4,3,3,3,3,2,3,2,1,1,2,4,3,1,1,2,4,1,4,3,,1,0.705
450,3,20,3,"NEW YORK",1,1,1,98,2,1,"CHANGING WEATHER PATTERNS",3,2,2,4,4,4,4,2,2,,,2,2,98,2,98,4,4,4,6,,4,4,98,1,2,,2,1,1,2,4,2,1.09
451,4,3,2,"NEW YORK",1,1,1,1,1,1,"DECLINE OF POLAR ICE CAPS",1,1,2,1,1,98,4,1,1,,,4,4,4,4,4,1,1,3,1,1,1,3,1,1,6,,4,4,1,5,3,1,1.265
452,3,31,4,"NEW YORK",1,2,,,,,,,,,,,,,,,"TEMPERATURES NATURALLY GO UP AND DOWN",2,1,1,1,1,1,4,4,4,2,3,2,4,3,1,1,2,3,1,2,1,,2,0.42
453,3,27,3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,"THERE IS A POLITICAL AGENDA BEHIND GLOBAL WARMING",7,3,1,1,2,1,3,3,3,2,3,1,3,2,1,1,2,2,3,4,2,2,1,1.385
454,3,18,3,"PENNSYLVANIA",1,1,2,3,2,1,"THE SUN",10,2,2,4,2,3,2,1,1,,,3,98,3,3,3,2,2,2,1,1,98,4,3,1,1,2,2,1,2,1,4,2,1.09
455,3,29,3,"PENNSYLVANIA",1,1,1,1,2,1,"POLAR ICE MELTING",1,1,2,1,3,3,3,2,2,,,2,3,4,4,4,4,4,4,3,2,4,2,1,1,2,,4,1,2,2,4,2,0.44
456,3,25,4,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,"THIS PAST WINTER",1,2,2,2,1,1,4,4,4,6,,98,3,3,1,1,1,3,2,2,2,,1,0.695
457,3,31,4,"PENNSYVANIA",1,2,,,,,,,,,,,,,,,"IT IS THE SAME",1,1,1,3,1,2,4,4,4,6,,1,4,2,1,1,1,2,1,2,1,2,2,0.76
458,3,30,3,"PENNSYLVANIA",1,1,2,3,2,2,"WEATHER",3,2,1,2,1,2,1,1,2,,,4,4,4,4,4,4,4,4,6,,4,4,3,1,1,,4,1,2,3,,2,0.42
459,3,24,3,"PENNSYLVANIA",1,1,1,1,2,1,"ICE MELTING",1,1,1,2,1,1,2,1,2,,,4,4,4,4,3,1,1,98,1,1,1,3,1,1,98,,5,2,4,4,2,1,0.675
460,3,22,1,"NEW JERSEY",1,1,1,1,3,1,"OBVIOUS",10,1,1,1,3,2,1,4,3,,,2,3,1,2,1,1,1,1,1,2,2,3,1,1,2,,2,1,2,2,6,1,2.165
461,3,27,2,"NEW YORK",1,2,,,,,,,,,,,,,,,"WINTERS ARE VERY COLD",1,2,2,2,2,2,4,4,4,2,3,4,4,2,1,2,,4,1,2,1,4,2,1.25
462,4,4,3,"NEW YORK",1,2,,,,,,,,,,,,,,,"EARTHS TEMPERATURES ARE IN CYCLES",2,98,3,4,1,3,4,4,4,6,,4,4,2,1,1,2,2,1,1,4,2,2,1.11
463,3,31,4,"NEW YORK",1,2,,,,,,,,,,,,,,,"NATURAL TRENDS  I'VE SEEN IN MY LIFETIME",1,2,1,1,2,2,2,4,4,4,3,4,4,2,2,1,1,2,1,1,1,2,1,1.665
464,3,29,3,"NEW YORK",1,1,2,1,1,1,"SCIENCE",4,1,2,1,1,1,3,1,98,,,4,4,4,4,4,2,2,2,1,1,3,3,1,1,3,,4,1,1,4,6,2,0.43
465,3,18,4,"NEW YORK",1,1,1,3,98,2,"WEATHER",3,98,4,4,3,4,2,4,3,,,3,2,2,3,2,3,3,3,3,2,2,2,2,10,98,,2,1,1,2,,1,0.995
466,4,4,3,"NEW YORK",1,1,2,2,3,2,"MEASUREMENTS",4,3,3,3,3,4,4,2,4,,,3,2,2,2,2,3,3,3,6,,2,4,3,1,2,,3,5,4,2,6,1,1.055
467,3,27,4,"COLORADO",4,2,,,,,,,,,,,,,,,"WEATHER CHANNEL, HIGH TEMPERATURES ARE YEARS AGO, NEW LOWS ARE ALSO BEING SET CU",4,1,1,1,1,1,4,4,4,6,,,4,2,1,1,2,5,1,2,1,3,2,0.57
468,4,3,3,"COLORADO",4,1,2,2,2,2,"WEATHER",3,2,2,3,2,98,1,3,1,,,2,98,3,3,2,4,4,4,5,98,4,4,3,9,1,98,4,2,4,3,1,2,2.98
469,3,20,2,"COLORADO",4,1,3,1,98,2,"PERSONAL OBSERVATIONS",2,2,1,3,1,3,1,3,4,,,1,4,4,4,4,1,4,4,1,2,4,3,3,5,6,,5,5,4,3,4,2,0.92
470,4,1,3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,"NOT ENOUGH EVIDENCE",3,1,1,2,1,1,4,4,4,6,,2,3,2,1,1,1,3,2,2,2,,2,0.78
471,3,28,3,"PENNSYLVANIA",1,1,3,2,3,2,"SOLAR RADIATION",10,3,4,4,4,4,3,4,4,,,1,1,2,1,1,4,4,4,1,3,1,3,3,1,2,,4,1,4,1,6,1,0.705
