"id","finisheddate","party","elected","occupation","foreclosure_problem","republican","democrat","election_partisan","treatment_republican","treatment_democrat","matched_party","diffussion_interested","formofgovernment","townmeetingbasedpolicy"
"R_eJKKpDtiq78c5G5","8/27/12 8:58",,,,,,,,,,,,5,0
"R_1NXFBTwW1CDbJYN","8/6/12 11:17",3,-99,2,0,0,0,,1,0,,0,4,0
"R_e2UaJc5vXQBdBQN","8/24/12 13:26",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_4VBcGE0LIlMbidf","8/14/12 11:21",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_aXFUmUxOJdJi2pf","8/7/12 15:53",1,2,2,1,1,0,0,0,1,0,1,5,0
"R_23tfEWzdqvUnbox","8/7/12 14:19",2,2,2,0,0,1,0,1,0,0,1,5,0
"R_0HC3z1qGBawMOYR","8/24/12 11:01",2,2,2,0,0,1,0,1,0,0,0,5,0
"R_51tBoOGMY12g1Lv","8/24/12 11:17",1,2,2,0,1,0,0,1,0,1,0,5,0
"R_elIqVphkp7ZF9Jj","8/15/12 15:13",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_39Nw4TL67O8IngF","8/6/12 14:06",,2,2,1,,,0,,,,,4,
"R_3Q5TlE6XOKrIL77","8/14/12 11:57",,,,,,,,,,,,5,0
"R_cUDZsoxH3Ff4QOF","8/6/12 8:59",1,3,2,1,1,0,1,1,0,1,1,4,0
"R_6srSL1xcTp2WcVn","8/14/12 10:28",3,2,2,0,0,0,0,1,0,,1,5,0
"R_5pqIxtDYp0Bv0a1","8/14/12 12:27",1,2,1,0,1,0,0,0,1,0,0,5,0
"R_0NElNkNVnzVOwQd","8/15/12 22:08",3,2,2,0,0,0,0,1,0,,1,5,0
"R_4GiaEmAo5pSH27z","8/6/12 10:58",1,3,1,1,1,0,1,0,1,0,0,,
"R_dhAUkeX7tjiDqT3","8/20/12 17:10",2,,,,0,1,,,,,,5,0
"R_a4Pul7JbJklQ3Jz","8/6/12 10:57",3,2,2,0,0,0,0,1,0,,0,5,0
"R_5cNOruTQIDvdSv3","8/14/12 21:18",5,2,2,0,0,0,0,1,0,,0,4,0
"R_4ZvTwQs2ZfNMxeJ","8/6/12 11:21",2,2,2,0,0,1,0,0,1,1,1,5,0
"R_eXLOY0zzQYG6mOx","8/14/12 15:04",2,2,2,0,0,1,0,1,0,0,0,5,0
"R_0I0GB33uMU5DdIh","8/6/12 9:38",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_7NwGyiKw2gBxhoF","8/6/12 14:00",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_bwHofsg2znSjrJb","8/6/12 9:14",1,3,1,0,1,0,1,1,0,1,1,7,1
"R_3RgfWEcsuv7ot5b","8/7/12 1:57",,-99,-99,,,,,1,0,,,,
"R_8j4umIRoLyws3GJ","8/24/12 11:27",3,,,,0,0,,,,,,5,0
"R_23Jfu34OXcvUQbr","8/14/12 9:44",1,2,2,,1,0,0,0,1,0,1,5,0
"R_bj560woQTLrl4RT","8/27/12 1:44",,-99,-99,,,,,1,0,,,7,0
"R_d5WZCeUgfZAaawd","8/10/12 13:44",2,2,2,0,0,1,0,0,1,1,1,5,0
"R_ePzPcnV9o0Y5Xgx","8/6/12 9:11",3,2,2,1,0,0,0,1,0,,1,5,0
"R_9HOpkhoqALFmFXn","8/15/12 12:27",2,2,2,1,0,1,0,1,0,0,1,5,0
"R_eQGncKKrXa7iCr3","8/6/12 10:56",2,3,2,1,0,1,1,0,1,1,1,4,
"R_eXumOMPHjShEEW9","8/8/12 15:40",3,2,1,0,0,0,0,1,0,,0,5,0
"R_6SF6R1uKuadcKLX","8/6/12 14:00",1,2,1,0,1,0,0,0,1,0,1,5,0
"R_dojuMtDFVgYRAYl","8/6/12 10:57",2,2,2,1,0,1,0,0,1,1,0,5,0
"R_1Gs4ncyPOo8IW45","8/6/12 9:54",1,2,1,0,1,0,0,1,0,1,0,4,0
"R_51FmujbaZBFLnZH","8/24/12 23:46",3,2,2,0,0,0,0,,,,,5,0
"R_9WTI9OEALzXVztH","8/20/12 15:02",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_daNkJ6Oe6PC8gTP","8/14/12 14:12",1,2,2,1,1,0,0,0,1,0,0,,
"R_0qXBSDoS1l3lZsx","8/6/12 13:44",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_57ttNEv5OM3ejgp","8/17/12 17:15",5,2,2,1,0,0,0,1,0,,0,,
"R_4O4o4NIukkOgRp3","8/6/12 21:14",3,2,2,0,0,0,0,0,1,,0,,
"R_5sYCmzGbTfFg2LH","8/6/12 8:55",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_23TsDlPUoKDsMa9","8/6/12 13:58",3,3,2,1,0,0,1,0,1,,1,,
"R_5AzXboQKkj3EEIJ","8/10/12 13:54",3,2,2,0,0,0,0,1,0,,1,4,0
"R_4OUBI87WnXy1YQ5","8/24/12 15:00",3,2,2,1,0,0,0,1,0,,1,4,0
"R_81UkgMUzag28u6V","8/6/12 10:07",,-99,-99,,,,,,,,,4,0
"R_6x7JwB8VdUMQzdP","9/3/12 20:28",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_barq4hpe271A1uJ","8/16/12 16:41",1,2,2,1,1,0,0,0,1,0,1,,
"R_77J8rnhMNlOWJCJ","8/6/12 10:23",1,3,2,0,1,0,1,0,1,0,0,7,2
"R_bJC2NCAAsBW92hD","8/6/12 9:37",2,3,1,0,0,1,1,1,0,0,,4,0
"R_4O6QESzIkcq2efr","8/6/12 17:27",5,2,2,1,0,0,0,1,0,,1,5,0
"R_cT6yd5spGFS4BlX","8/14/12 12:00",,,,,,,,,,,,5,0
"R_bwIW2OGrtLV3UnX","8/6/12 12:27",2,2,1,1,0,1,0,1,0,0,1,5,0
"R_ewYYOmeIQDoBLAp","8/14/12 14:00",2,2,2,1,0,1,0,1,0,0,1,4,0
"R_4IoPAhb7tZcfe9T","8/25/12 7:56",2,2,2,1,0,1,0,0,1,1,1,,
"R_1ZFLmLHLQs6yavb","8/14/12 12:06",1,2,1,1,1,0,0,0,1,0,1,,
"R_25B7Ydu1Xaza84d","8/14/12 11:31",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_1Fgyguuq6j2R3yB","8/15/12 18:27",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_a30Jnh8EPee8JQp","8/6/12 21:22",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_6xL9TfjPdVpYSIR","8/6/12 10:37",1,3,2,0,1,0,1,1,0,1,0,4,0
"R_cN204wuYZCY50Rn","8/6/12 13:49",3,-99,-99,,0,0,,1,0,,1,5,0
"R_2fRzK9Y2WJdLp1H","8/6/12 18:04",3,2,2,0,0,0,0,0,1,,1,,
"R_0cDoWb8pz2tpK17","8/25/12 9:15",3,2,2,1,0,0,0,,,,,,
"R_2i6QqcEjvBqI4NT","8/10/12 18:42",1,2,1,0,1,0,0,0,1,0,0,5,0
"R_1AJGl4O9aszE5XT","8/21/12 12:15",3,2,2,1,0,0,0,0,1,,0,4,0
"R_cBeFlJbgT6W0wst","8/27/12 11:10",,,,,,,,,,,,4,0
"R_bjVMnp5FBaREr09","8/12/12 18:27",,2,2,0,,,0,0,1,,1,4,0
"R_7VcJUnN4D6hU6Yl","8/9/12 2:08",,-99,-99,,,,,1,0,,,7,1
"R_dcdUqIsq9KD5CDP","8/6/12 10:54",3,2,2,1,0,0,0,1,0,,1,5,0
"R_e5Ku3btwAI4x1Gt","8/10/12 0:26",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_41uS3v647X6wsAt","8/24/12 13:28",,,,,,,,,,,,,
"R_e3ac5oVfdMFahrT","8/6/12 11:06",1,2,2,1,1,0,0,0,1,0,0,,
"R_80oXGGczifwiSLX","8/16/12 16:09",2,2,1,1,0,1,0,1,0,0,,5,0
"R_57KR8pj6IDGEBkp","8/14/12 10:09",2,2,2,0,0,1,0,1,0,0,0,6,0
"R_2fAk6NQIisia8p7","8/15/12 15:33",3,1,-99,0,0,0,,1,0,,0,4,0
"R_0Vrz3UFY53fQSwZ","8/6/12 14:35",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_5sZQxqGYRWQwer3","8/15/12 8:50",3,2,2,0,0,0,0,1,0,,1,7,0
"R_cNmYoJc0xAmdQuV","8/6/12 14:10",3,2,2,0,0,0,0,1,0,,0,4,
"R_23kJ6ifoLwcKifb","8/14/12 9:55",2,2,2,1,0,1,0,0,1,1,1,,
"R_8Aq9s4j6dMQKyCV","8/6/12 9:12",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_6G7uZuVG1LSkTxb","8/6/12 23:05",1,,,,1,0,,,,,,5,0
"R_dgSRFmEHDKuehEx","8/20/12 18:00",2,3,2,1,0,1,1,1,0,0,1,5,0
"R_0V5vqAhVGumYL6l","8/7/12 6:33",2,3,2,0,0,1,1,1,0,0,0,7,1
"R_eWmn2Meg02Hltw9","8/6/12 13:58",2,3,2,0,0,1,1,0,1,1,0,5,0
"R_emsaCjweHrOtV6l","8/6/12 8:45",,-99,-99,,,,,0,1,,,5,0
"R_6V7lyIi1RTa0PrL","8/6/12 11:30",3,2,2,0,0,0,0,0,1,,1,4,0
"R_3IZG7TRqDRPcW8Z","8/24/12 10:29",,,,,,,,,,,,4,0
"R_2atNoXbVRBH12C1","8/7/12 0:19",2,2,2,1,0,1,0,1,0,0,1,5,0
"R_aaT8GpJYW0Lvdm5","8/21/12 11:36",3,2,2,0,0,0,0,0,1,,1,7,1
"R_8nRZyVHR5FYrHIF","8/14/12 9:57",1,3,2,1,1,0,1,1,0,1,1,4,0
"R_eXN7yTr173V6rm5","8/11/12 23:03",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_0kska0kzRfj51Bz","8/6/12 10:28",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_a2Y49xxnnhsbZLD","8/6/12 12:35",3,2,1,1,0,0,0,0,1,,1,4,0
"R_24fIplxWG0YFiQJ","8/6/12 11:17",3,2,2,0,0,0,0,0,1,,1,4,0
"R_54oSzwhcbAaq8sd","8/14/12 11:37",1,3,2,1,1,0,1,0,1,0,1,4,0
"R_3VjxAkdwEIiXnEN","8/21/12 16:19",3,1,1,1,0,0,,0,1,,0,7,1
"R_bOOGzUebI1414Xj","8/6/12 9:10",2,3,2,0,0,1,1,1,0,0,1,4,0
"R_095R7oDGfXmoOSF","8/14/12 22:34",2,3,2,0,0,1,1,0,1,1,,4,0
"R_cHolhppZsKkl7LL","8/7/12 2:30",1,2,2,0,1,0,0,0,1,0,0,6,0
"R_bJzxUq1KEttbj7L","8/6/12 19:49",1,3,2,0,1,0,1,0,1,0,1,4,0
"R_1AezP400yI6fETH","8/8/12 11:42",3,2,2,1,0,0,0,0,1,,1,4,0
"R_e2rF9EMMVFztZQh","8/14/12 16:44",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_bgewTrdFQ54Lwsl","8/10/12 11:56",1,3,2,1,1,0,1,1,0,1,0,4,0
"R_cTNtos5eYkBLv0N","8/6/12 22:22",1,3,2,1,1,0,1,0,1,0,1,5,0
"R_9NNV5D93Zfnzf2l","8/6/12 19:48",2,2,2,1,0,1,0,1,0,0,0,4,0
"R_eQeFiUXv1xmlEW1","8/14/12 17:00",1,2,2,1,1,0,0,0,1,0,0,4,0
"R_6EvWUKbgtXuWrQh","8/24/12 11:54",2,3,2,1,0,1,1,0,1,1,1,7,0
"R_bqkSMEEwDhm62Oh","8/6/12 10:58",2,2,1,1,0,1,0,1,0,0,0,5,0
"R_6QEtSUhECdZ8fhX","8/6/12 21:43",3,2,2,1,0,0,0,1,0,,0,4,0
"R_cYih1v8qHhu6VfL","8/27/12 13:18",,,,,,,,,,,,7,1
"R_6Sd7d1OLD7nZD25","8/14/12 12:02",1,2,2,1,1,0,0,0,1,0,1,5,0
"R_6y7POtPwJR8kmG1","8/6/12 15:35",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_3mlvI9wTf1rV8k5","8/7/12 7:11",1,3,2,1,1,0,1,1,0,1,1,,
"R_8cRCuLsumzsXiYJ","8/7/12 8:52",1,3,2,1,1,0,1,1,0,1,1,,
"R_4MmPsvABq8vQj9X","8/24/12 18:16",,,,,,,,,,,,5,0
"R_801qMCUbavvGT5P","8/16/12 23:48",,,,,,,,,,,,4,0
"R_9XmSODuBqcSCjoV","8/16/12 0:53",2,2,1,1,0,1,0,1,0,0,1,4,
"R_d0vYezG0Ozb1Z5j","8/6/12 10:09",1,3,1,0,1,0,1,0,1,0,1,7,1
"R_cHErTCEh8tbpCHX","8/6/12 16:51",3,2,1,0,0,0,0,0,1,,0,4,0
"R_2nTytXkaZe4Bjlb","8/24/12 11:43",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_8izJBxd1xJHGWvr","8/14/12 9:51",3,-99,2,1,0,0,,,,,,4,0
"R_dbbXo7ceb4eUrhr","8/6/12 19:32",,-99,-99,,,,,1,0,,,5,0
"R_1G1QE0ZZc4h3A69","8/6/12 10:32",3,2,2,1,0,0,0,1,0,,1,5,0
"R_6DpmjEhbnZ7yLOJ","9/2/12 22:38",,,,,,,,,,,,5,0
"R_081HeDf1yb280v3","8/24/12 10:58",3,2,2,0,0,0,0,1,0,,0,4,0
"R_eb04XtgX46tEkyF","8/15/12 11:12",2,3,1,0,0,1,1,0,1,1,1,7,2
"R_4Nq7nt3maTuehUx","8/15/12 10:55",1,2,2,1,1,0,0,1,0,1,1,5,0
"R_1GGcWIVaxDQ2DR3","8/12/12 9:53",,,,,,,,,,,,4,0
"R_3kpL81PE7MDRey9","8/26/12 19:02",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_eEUfqw2NbRk9HrT","8/15/12 21:30",3,2,2,0,0,0,0,0,1,,0,7,1
"R_dhQvHuEYBFwgY61","8/14/12 15:12",1,2,2,0,1,0,0,1,0,1,1,5,0
"R_7PWuJEFu4Xbp0Lr","8/14/12 14:12",2,2,2,1,0,1,0,1,0,0,1,5,0
"R_bDyhTtYDb8Q6S3z","8/24/12 15:20",3,1,-99,0,0,0,,,,,,4,0
"R_3DAEPXrGzNjCehf","8/25/12 19:55",3,2,2,1,0,0,0,0,1,,1,4,0
"R_bQw4BUOozzUkemV","8/6/12 10:30",2,2,2,1,0,1,0,1,0,0,1,5,0
"R_1FXs1qgQsMQpbGR","9/5/12 17:55",1,2,2,1,1,0,0,0,1,0,0,,
"R_5jspyAE6DEbMIi9","8/6/12 17:18",2,2,2,1,0,1,0,1,0,0,1,4,0
"R_5Aa0hxRbD03nGjb","8/29/12 7:45",2,2,2,1,0,1,0,0,1,1,1,4,0
"R_8crD4ShzxnO6Uuh","8/14/12 10:10",3,2,2,0,0,0,0,0,1,,0,4,0
"R_25ANToTkvTa0ipL","8/24/12 11:26",2,2,2,0,0,1,0,0,1,1,1,,
"R_cxcuerxpHFOfhch","8/14/12 12:02",2,2,2,1,0,1,0,0,1,1,0,4,0
"R_bdUxxpLGlAeIjTD","8/14/12 12:25",2,3,1,1,0,1,1,0,1,1,,7,1
"R_3jurzs5CRRRgQ7j","8/14/12 17:04",3,2,2,1,0,0,0,0,1,,0,4,0
"R_8D4IpuViEgoIKWx","8/24/12 13:39",2,2,2,0,0,1,0,0,1,1,0,4,0
"R_3pUuOGhFf5SX1Ax","8/14/12 9:56",2,2,1,1,0,1,0,1,0,0,0,4,0
"R_eX8BpPBfw4P7yzb","8/14/12 17:40",2,3,2,0,0,1,1,1,0,0,0,,
"R_6yv6zGuYhpS1fSZ","8/14/12 14:07",1,2,2,0,1,0,0,1,0,1,0,5,0
"R_3jAudK1j1zrUutT","8/6/12 9:07",2,2,2,1,0,1,0,1,0,0,1,4,0
"R_eWiJ6I5HnyhubE9","8/6/12 17:42",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_1NBfdVCbNTONDwN","8/6/12 15:56",3,2,2,1,0,0,0,0,1,,1,4,0
"R_cIr77lMelmfGZJb","8/14/12 12:34",3,2,2,0,0,0,0,1,0,,1,4,0
"R_bDjvFInC4pJyJjn","8/14/12 16:23",3,2,2,1,0,0,0,1,0,,1,4,0
"R_6DOCd7Oztct1gEd","8/26/12 21:20",1,3,2,0,1,0,1,0,1,0,0,4,0
"R_38kdRnyoe6qJnff","8/26/12 7:51",1,3,2,0,1,0,1,1,0,1,0,4,0
"R_6DO7Hv7oQBLY91P","8/8/12 10:01",2,2,2,1,0,1,0,1,0,0,0,4,0
"R_0e67RpAe3f6m5dX","8/9/12 20:57",2,3,1,1,0,1,1,0,1,1,1,,
"R_9BTbbPOCALkzGp7","8/7/12 9:11",2,3,2,0,0,1,1,1,0,0,1,,
"R_3fsfUQyqn4iNzvv","8/16/12 14:36",2,3,2,1,0,1,1,1,0,0,0,,
"R_aUXdtMhY1odMHw9","8/6/12 11:46",3,2,1,0,0,0,0,0,1,,1,4,
"R_cSnkSNBLnoYtxml","8/27/12 16:30",1,3,2,1,1,0,1,0,1,0,0,4,0
"R_81wys63iwpzCdNj","8/6/12 9:11",2,3,2,0,0,1,1,1,0,0,1,4,0
"R_0jtAlNnH5IktuF7","8/24/12 13:08",3,3,2,1,0,0,1,0,1,,1,4,0
"R_1H2iMFSQYolerfn","8/6/12 22:47",3,2,2,0,0,0,0,1,0,,,4,0
"R_ewFVBcHo1p137bD","8/6/12 11:13",2,2,2,0,0,1,0,0,1,1,0,4,0
"R_6lhmUaAWFfx4vdj","8/10/12 13:28",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_3IQwB9BE5zpx76d","8/15/12 16:33",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_1M77QVEKPzwOtQF","8/7/12 20:04",1,3,2,0,1,0,1,0,1,0,1,7,1
"R_9T4B9qUSZvSTZJz","8/14/12 13:04",3,2,1,0,0,0,0,1,0,,0,5,0
"R_26qsqNrHGlrrCC1","8/24/12 14:05",1,3,2,0,1,0,1,0,1,0,0,5,1
"R_8BoCt4FkH0una3X","8/16/12 17:27",1,3,2,0,1,0,1,1,0,1,0,5,1
"R_0IXLGMxL65WuX4h","8/14/12 11:56",1,2,2,0,1,0,0,1,0,1,1,,
"R_5uOrHQW8PpS1nnv","8/22/12 11:48",3,2,2,1,0,0,0,0,1,,0,4,0
"R_0rkbJk8YYkuZzcp","8/6/12 11:17",2,2,2,1,0,1,0,1,0,0,0,4,0
"R_cTobLniy4i5gdGl","8/24/12 11:16",1,2,2,1,1,0,0,0,1,0,1,,
"R_0cUFBESwhRdRYhL","8/24/12 13:40",3,2,2,1,0,0,0,1,0,,0,4,0
"R_0k8H3VUFes7ludv","8/13/12 14:58",1,3,2,1,1,0,1,0,1,0,1,4,0
"R_cvSeVVZU3oNxd8p","8/24/12 16:17",1,3,2,1,1,0,1,0,1,0,0,4,0
"R_4N7Jkbf4ZQFW1iB","8/6/12 9:26",3,2,2,1,0,0,0,,,,,5,0
"R_bItVUl89XdpjgSp","8/6/12 21:50",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_3sGuuDx7c5Zji2F","8/6/12 13:21",3,2,2,1,0,0,0,1,0,,0,4,0
"R_25glOyjsQWwpzLv","9/3/12 15:28",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_d7gzWtqGT2QhYsl","8/9/12 21:57",2,3,2,0,0,1,1,1,0,0,0,4,0
"R_bPGLmmFiDxc7Q8t","8/14/12 15:10",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_2rQOyNBLl0HJ4Rn","8/7/12 0:05",1,2,2,0,1,0,0,1,0,1,0,5,0
"R_bkB8uo8DvzEdJGJ","8/14/12 10:12",1,2,2,0,1,0,0,1,0,1,0,4,
"R_etjQM9aUieyqwLj","8/18/12 1:17",2,2,2,0,0,1,0,0,1,1,0,4,
"R_6WIkF0frUlx9mVT","8/6/12 17:33",1,2,2,1,1,0,0,0,1,0,0,4,0
"R_9uJDNLHoI93ESXj","8/24/12 12:01",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_bmikcNGCf3NrbSJ","8/7/12 7:33",,-99,-99,,,,,1,0,,,5,1
"R_8FYAvnNAiVzwD3v","8/8/12 7:42",1,3,2,0,1,0,1,0,1,0,0,7,1
"R_8BUXtlx1kKP3joh","8/6/12 9:06",2,3,2,0,0,1,1,0,1,1,1,,
"R_5d8v2iFiEVAx3Vj","8/14/12 11:19",1,3,2,1,1,0,1,1,0,1,0,4,0
"R_5ASvEpeBpWCcrS5","8/6/12 11:58",2,2,1,1,0,1,0,0,1,1,1,5,0
"R_6PAHO2Yr99IB0bz","8/25/12 11:06",1,2,1,1,1,0,0,0,1,0,1,4,0
"R_eG0Wgl3PsuL6xFj","8/6/12 12:17",1,2,2,1,1,0,0,0,1,0,1,5,0
"R_cLU5CZtYkQ0hrrn","8/16/12 23:30",1,3,2,1,1,0,1,1,0,1,1,4,0
"R_3asvpvJRP4ew7OJ","8/14/12 12:30",3,2,2,0,0,0,0,0,1,,0,5,0
"R_6uvb0xdUCZ38ecl","8/15/12 23:27",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_9oC1tiLbQipGxJr","8/24/12 11:55",3,2,2,0,0,0,0,0,1,,0,4,0
"R_2t5yIRUAbVKxYQ5","8/7/12 11:52",3,3,2,1,0,0,1,0,1,,0,5,0
"R_5vWUbGvbS3LdRJz","8/20/12 18:08",2,2,1,0,0,1,0,1,0,0,0,5,0
"R_bdcuiNOaW3Z3Oi9","8/24/12 14:22",5,2,2,1,0,0,0,0,1,,1,5,0
"R_b8FhnDW6VZmOiq1","8/16/12 9:42",3,2,2,0,0,0,0,0,1,,1,4,0
"R_6YJc34xI5ZhUefX","8/6/12 14:06",3,2,2,0,0,0,0,0,1,,1,4,0
"R_2hrxUX0TYx7ODlj","8/6/12 10:27",1,3,2,0,1,0,1,0,1,0,0,4,0
"R_bx6foqbRADUxKlv","8/14/12 10:44",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_7Qy7brEscoeR8fb","8/14/12 18:36",3,2,2,1,0,0,0,0,1,,1,5,0
"R_eK7N3WTyXdRMXOd","8/27/12 11:11",3,2,2,1,0,0,0,1,0,,1,,
"R_eQdwtrqfjNMjIUZ","8/6/12 11:07",2,3,2,1,0,1,1,1,0,0,1,,
"R_80V52IfWmoOsQmx","8/24/12 10:55",,,,,,,,,,,,5,0
"R_7TzZTzSOgs7k0fj","8/27/12 14:59",3,2,2,1,0,0,0,1,0,,1,4,0
"R_6sVEFklgpviCMAZ","8/19/12 16:28",3,2,2,1,0,0,0,0,1,,1,4,0
"R_1YOpfDd1D9D5869","8/14/12 9:49",2,3,2,0,0,1,1,0,1,1,0,7,1
"R_9S7sEUkt7MXouKV","8/8/12 10:48",2,2,2,0,0,1,0,0,1,1,1,7,1
"R_5gNDYtn4eEcZuxT","8/14/12 15:36",2,3,2,0,0,1,1,1,0,0,1,7,1
"R_1SQEE38UkNUf701","8/8/12 11:36",1,1,2,0,1,0,,0,1,0,0,7,0
"R_aYjwNSqJH0FdVbf","8/13/12 9:44",1,3,1,0,1,0,1,0,1,0,1,7,1
"R_esbdiXAsfEJTgkl","8/13/12 17:01",1,2,2,0,1,0,0,0,1,0,0,7,1
"R_0368CGSwNRjE0XH","8/7/12 20:55",1,2,2,0,1,0,0,0,1,0,0,7,1
"R_38bU1tuKMGwqe3z","8/7/12 9:22",1,3,2,1,1,0,1,0,1,0,1,4,0
"R_0rfNsXXhWTmWqot","8/14/12 12:14",1,2,2,1,1,0,0,0,1,0,0,4,0
"R_emPdRhAW8J9cukB","8/24/12 11:31",3,2,2,0,0,0,0,,,,,4,0
"R_bBB69uIU3zwzrdH","8/10/12 22:01",,-99,-99,,,,,,,,,7,1
"R_6ihzzEmUK0dp2Hb","8/20/12 9:34",2,2,2,0,0,1,0,1,0,0,0,4,0
"R_1O1Ed2eT1kBUcRL","8/14/12 11:59",1,3,2,1,1,0,1,1,0,1,1,4,0
"R_1yTZ6b1yUbOVe3r","8/7/12 10:50",1,3,2,1,1,0,1,1,0,1,1,7,1
"R_cTlrXFpMaFw2Kcl","8/16/12 8:40",3,-99,1,1,0,0,,1,0,,1,5,0
"R_eh8saNUMJYG1ge9","8/27/12 9:33",3,2,2,0,0,0,0,0,1,,1,7,1
"R_erhyhQ9kemhK7qZ","8/24/12 11:44",1,2,1,1,1,0,0,,,,,7,1
"R_eUQr0hdfI4dKYnz","8/14/12 12:08",3,2,2,,0,0,0,0,1,,0,4,0
"R_1CgWCs4QrmJ7gK9","8/6/12 9:52",3,2,2,0,0,0,0,0,1,,0,4,0
"R_eXUNTIhDO4T2MGV","8/6/12 10:11",,-99,-99,,,,,1,0,,,5,1
"R_8jqpfW4yJPNoHlj","8/6/12 11:49",2,2,2,1,0,1,0,1,0,0,1,4,0
"R_ellZhnlO4vwnba5","8/6/12 9:51",3,2,2,1,0,0,0,0,1,,1,5,0
"R_87e7Knw9SyiMxh3","8/14/12 10:26",2,2,2,1,0,1,0,0,1,1,1,4,0
"R_1FVM7fOTK19uiWN","8/6/12 23:15",3,2,2,0,0,0,0,1,0,,1,4,0
