"id","finisheddate","party","elected","occupation","foreclosure_problem","republican","democrat","election_partisan","treatment_republican","treatment_democrat","matched_party","diffussion_interested","formofgovernment","townmeetingbasedpolicy"
"R_5o5KJUyoLulBieN","8/18/12 17:53",1,2,2,0,1,0,0,0,1,0,0,,
"R_0D62KYfMunsHlUp","8/14/12 11:25",2,2,2,1,0,1,0,1,0,0,1,5,0
"R_54GsgSUbjKEVRRz","8/7/12 11:18",,2,2,0,,,0,1,0,,0,5,0
"R_1Xtkh5dsQz7UupL","8/25/12 11:09",,-99,-99,,,,,1,0,,,5,0
"R_cxb1h3Nq3sPBEO1","8/24/12 14:22",,,,,,,,,,,,5,0
"R_czLoOJserp2dWIt","8/6/12 17:37",1,,,,1,0,,,,,,5,0
"R_5urL8eIeCxtdkJ7","8/7/12 13:08",1,2,2,0,1,0,0,1,0,1,1,,
"R_0VVgCmzmws9ZxOZ","8/16/12 14:28",2,2,2,0,0,1,0,0,1,1,0,,
"R_bw17ZBILQXPPpZz","8/6/12 11:46",2,2,2,0,0,1,0,1,0,0,1,5,0
"R_735wAZa0mPXfP3D","8/8/12 14:34",2,2,1,1,0,1,0,0,1,1,1,5,0
"R_0P2M2BYZAkknVeR","8/15/12 9:40",1,2,2,0,1,0,0,1,0,1,1,5,0
"R_bHEYE1AYzJSgUFT","8/6/12 9:18",3,2,2,1,0,0,0,1,0,,1,4,0
"R_d5nFwV5yqyuCpjn","8/24/12 11:06",3,2,1,1,0,0,0,0,1,,0,4,0
"R_5tJyb7HOIevbDLL","8/6/12 12:33",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_0xEumIiuMfnXoAR","8/25/12 20:20",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_7WDEY6OjHSDAvbf","8/16/12 9:39",2,3,2,1,0,1,1,1,0,0,1,8,
"R_ePRRhirRqwHaGB7","8/15/12 18:51",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_dmxtjJn1R2QqOSV","8/11/12 15:01",3,2,2,0,0,0,0,0,1,,0,4,0
"R_6WmZYse4i4JobMF","8/6/12 10:51",,,,,,,,,,,,4,0
"R_di2j7lz400KEKQl","9/4/12 14:40",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_eRvznWd70RjixRH","8/15/12 2:54",2,2,2,1,0,1,0,1,0,0,1,4,0
"R_b7t1D3kqHPCWlfv","8/22/12 21:17",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_8vQ5Tm2AhPURtMV","8/14/12 19:50",2,2,1,0,0,1,0,0,1,1,0,5,0
"R_6WorGNhHu54CB49","8/9/12 17:17",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_e3rbRTlw8GDl8CF","8/12/12 13:35",5,2,2,,0,0,0,1,0,,1,4,0
"R_8pSvsscr97ieXmR","8/6/12 17:03",3,2,1,1,0,0,0,1,0,,1,4,0
"R_eOQPbPl6myceFs9","8/14/12 15:51",3,2,2,0,0,0,0,1,0,,1,4,0
"R_3eJ3YZeLgFDn2Zv","8/16/12 12:44",1,,,,1,0,,,,,,4,0
"R_cI0LzkX3c6zKj9b","8/6/12 22:51",2,3,2,1,0,1,1,1,0,0,1,4,0
"R_73NmackjKAkoa7H","8/14/12 11:31",1,2,2,0,1,0,0,1,0,1,1,,
"R_0MPQCSXJPoz3Y33","8/6/12 13:00",,,,,,,,,,,,4,0
"R_28Zze1ITsHZXFhH","8/25/12 6:59",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_1ZaQCLiMJpxlhGd","8/6/12 18:10",3,2,2,0,0,0,0,1,0,,0,4,0
"R_dpeEJukyurp8LfT","8/14/12 23:59",2,2,2,1,0,1,0,0,1,1,1,4,0
"R_abBIhOgbSRAd1jL","8/6/12 11:27",3,2,1,0,0,0,0,0,1,,0,4,0
"R_3wmKXxs2dPHNPSt","8/26/12 10:54",,,,,,,,,,,,7,0
"R_5bZNdfdU1CFKUex","8/6/12 23:17",3,2,2,0,0,0,0,0,1,,0,4,0
"R_7OR9PVwuowwS3Qh","8/6/12 10:20",3,2,2,0,0,0,0,1,0,,1,5,0
"R_8crlm00GROQjZCR","8/6/12 18:41",,,,,,,,,,,,4,0
"R_7a1SfCJYZ60zJ3L","8/14/12 18:15",1,2,1,0,1,0,0,0,1,0,0,4,0
"R_6XtxPyT7plb2bgV","8/14/12 11:06",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_5BzaKPYlX2Bj6G9","8/6/12 9:07",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_4HCMIciDeNmoGMZ","8/24/12 11:33",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_e546KiGHLhrgrOJ","8/6/12 12:17",2,2,2,1,0,1,0,1,0,0,0,4,0
"R_1ERzJKkrrMCSIe1","8/14/12 14:14",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_3sVMlctd2l7uUhD","8/16/12 12:01",2,3,1,0,0,1,1,1,0,0,0,5,0
"R_bJBil0nLtJ28nzL","8/6/12 16:02",2,,,,0,1,,,,,,4,0
"R_9TWZZZblKZpgP3f","8/7/12 21:45",1,3,2,0,1,0,1,1,0,1,1,7,1
"R_dhbKtMUDSVVAOEZ","8/14/12 10:22",1,2,2,0,1,0,0,1,0,1,1,5,0
"R_1Oc7JlR5hcUXC29","8/26/12 21:10",1,2,2,0,1,0,0,0,1,0,,4,0
"R_54qwLppYVQLzzoh","8/21/12 12:13",1,2,1,1,1,0,0,0,1,0,1,4,0
"R_5h8SiqYlzK14sBL","8/14/12 9:55",3,2,2,0,0,0,0,0,1,,0,4,0
"R_bHhnF4BvSC27u1D","8/6/12 14:45",2,3,2,1,0,1,1,1,0,0,1,4,0
"R_ePwKQs2CSMjhhzv","8/9/12 14:46",1,3,1,1,1,0,1,1,0,1,0,7,1
"R_elXa91ByjKUPacd","8/6/12 9:25",1,3,1,1,1,0,1,1,0,1,0,7,1
"R_cumVw2mOMwPP1uB","8/15/12 7:08",2,3,1,1,0,1,1,1,0,0,1,7,0
"R_3UHjgS9JqLcIt0h","8/18/12 2:46",1,2,2,0,1,0,0,1,0,1,0,,
"R_2icLRPXWkSN2hqR","8/6/12 10:32",3,2,2,0,0,0,0,0,1,,1,7,1
"R_9nxfzPcd8FxVZqt","8/14/12 9:52",3,2,2,1,0,0,0,0,1,,1,4,0
"R_8AZCD6KV5yYxH0x","8/6/12 9:09",2,3,2,0,0,1,1,1,0,0,0,4,0
"R_4SBegCFMof5iuMd","8/6/12 8:59",5,2,2,0,0,0,0,1,0,,1,5,0
"R_e4pwTfvU1SAEJfL","8/25/12 14:58",3,2,2,1,0,0,0,0,1,,1,5,0
"R_0NyAoPvJe4g0wJv","8/12/12 11:52",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_dbt34FzZ3PZqo3b","8/6/12 11:21",1,,,,1,0,,,,,,7,1
"R_86Sdjk4y9Gd0Qux","8/6/12 9:15",3,2,2,1,0,0,0,1,0,,0,7,1
"R_8BcHE0u6jLseab3","8/17/12 14:57",3,2,2,1,0,0,0,0,1,,0,7,1
"R_8nQkjrcGtzaXpZP","8/6/12 16:27",3,2,2,0,0,0,0,0,1,,0,,
"R_eKbPfqv7HCBgTo9","8/14/12 11:10",,-99,-99,,,,,0,1,,,,
"R_0NEf2ove7rCAzk1","8/6/12 9:08",1,2,1,1,1,0,0,0,1,0,0,,
"R_0B1zXDuELHp1L1z","8/6/12 8:49",1,2,2,1,1,0,0,0,1,0,0,,
"R_5gLJlPO35I0v7HT","8/14/12 10:12",2,2,2,0,0,1,0,0,1,1,1,,
"R_1Tv6kvCyX8LkTS5","8/6/12 15:58",3,2,2,0,0,0,0,0,1,,1,,
"R_7WHk7ZxzsutaJFz","8/6/12 10:08",,-99,-99,,,,,0,1,,,,
"R_cvIc9q215vpuOnH","8/14/12 14:28",3,2,2,1,0,0,0,0,1,,1,,
"R_cOp5ltXpwnUiiG1","8/6/12 12:45",,,,,,,,,,,,5,0
"R_0Uj520dIWTNgLNX","8/27/12 17:02",3,2,2,0,0,0,0,1,0,,0,4,0
"R_ba5EJjgwL8m5W8R","8/14/12 12:23",3,2,2,1,0,0,0,0,1,,0,5,0
"R_3UDt386S2HVil2l","8/21/12 12:09",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_a4rUtoUYwLSgyix","8/16/12 9:48",1,2,2,1,1,0,0,1,0,1,0,4,0
"R_3dQyUd3M7uY8Wvr","8/6/12 13:05",2,2,2,1,0,1,0,0,1,1,1,,
"R_b4ukyc58qVBSVO5","8/20/12 12:32",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_cSVdyd4oPLsFMkl","8/15/12 22:20",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_3efvcbuWO0ilVK5","8/7/12 14:20",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_6EuLya42zuMDEvr","8/15/12 10:35",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_07ABz3UAIJOKSWh","8/14/12 19:04",1,2,1,1,1,0,0,1,0,1,1,5,0
"R_4Jh8X2WpXSzekTz","8/24/12 15:48",3,2,2,1,0,0,0,1,0,,0,4,0
"R_0HTWecuKcgoQbJj","9/6/12 18:03",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_55aLU0COjAe1T0h","8/14/12 19:28",,,,,,,,,,,,4,0
"R_b71G4gPIWbLIi0d","8/7/12 15:01",2,2,2,,0,1,0,1,0,0,0,4,0
"R_3atzG2cd8RwTdM9","9/12/12 15:17",2,2,2,1,0,1,0,1,0,0,0,4,0
"R_2nsEjzrri0RTdC5","8/19/12 19:00",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_danMGWZbw72mWNL","8/26/12 18:43",2,3,2,0,0,1,1,1,0,0,0,4,0
"R_5hzmyzXGz7LFKYZ","8/7/12 16:59",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_8ijJg6AANBBZsiN","8/14/12 9:47",1,2,2,1,1,0,0,0,1,0,,4,0
"R_71eDU9Eaj3reqZT","8/15/12 14:08",3,2,2,0,0,0,0,0,1,,1,5,0
"R_2lyC83onDrKktuJ","8/14/12 15:28",3,2,1,1,0,0,0,1,0,,1,4,0
"R_aWZdnKBqlkddUoJ","8/6/12 11:18",3,3,2,1,0,0,1,0,1,,0,7,1
"R_bISFPTnqbhCoPsN","8/6/12 13:01",3,2,2,1,0,0,0,,,,,7,1
"R_bsimRWBY528FYfX","8/24/12 15:09",2,3,2,0,0,1,1,0,1,1,0,4,0
"R_a5IGB21zclxhZQh","8/6/12 10:35",3,2,2,1,0,0,0,1,0,,1,4,0
"R_escz8MiyXCeBQPz","8/24/12 12:23",1,3,2,0,1,0,1,1,0,1,0,5,1
"R_bOWbZkqkmIioFVP","8/17/12 11:10",1,3,2,0,1,0,1,0,1,0,0,5,1
"R_bPWMkq4KEmy3nmd","8/14/12 12:01",1,3,1,0,1,0,1,1,0,1,1,7,1
"R_6stPoVWpTYlOPQx","8/14/12 10:17",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_3ReGLsQxRETqQV7","8/24/12 18:08",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_8wdY4jdftN7ivVX","8/9/12 11:00",1,2,2,1,1,0,0,0,1,0,0,4,0
"R_3TKEIXV02BuIvBP","8/8/12 8:22",1,2,2,0,1,0,0,0,1,0,1,,
"R_bHHPqdJMNi1AyiN","8/28/12 7:09",3,2,2,0,0,0,0,1,0,,1,,
"R_dgmtQQMz8wx11D7","8/15/12 17:01",3,2,2,0,0,0,0,1,0,,1,5,0
"R_87mcX3dxa80tZgp","8/6/12 18:22",2,2,2,0,0,1,0,0,1,1,1,,
"R_0B2LEwQZzl6mbiJ","8/27/12 19:48",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_4GWg5Bnsa56aiQR","8/6/12 22:51",2,2,2,1,0,1,0,0,1,1,1,,
"R_5hGDQT8kOBPKEjH","8/24/12 10:41",,,,,,,,,,,,5,0
"R_5juiT6Wt6o61eeh","8/23/12 22:10",1,3,2,1,1,0,1,1,0,1,1,4,0
"R_d6JzLJpT0r5jdZP","8/14/12 11:07",1,2,2,1,1,0,0,0,1,0,0,5,0
"R_8J4hMVfCUwkdUq1","8/16/12 10:13",1,3,2,0,1,0,1,0,1,0,0,4,0
"R_9QV2Dr2k5AgQyTb","8/14/12 10:24",1,3,2,0,1,0,1,1,0,1,0,4,0
"R_d0hfLpes40z6CyN","8/14/12 16:59",1,3,1,0,1,0,1,1,0,1,1,4,0
"R_cYem8cHZ3EpaAZL","8/14/12 10:32",1,2,2,0,1,0,0,,,,,4,0
"R_0lk7RRzanmmAFcV","8/14/12 12:39",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_b2aSFeJudjh6pRb","8/7/12 15:17",3,1,1,0,0,0,,1,0,,0,5,0
"R_0jIuWpZ1HO1pCpn","8/6/12 10:30",,-99,-99,,,,,0,1,,,4,0
"R_0JymnEcupfhm9tr","8/6/12 14:02",2,3,2,0,0,1,1,0,1,1,1,5,0
"R_9H4rBdSIZQQ3kZ7","8/6/12 10:08",2,3,2,1,0,1,1,0,1,1,1,5,0
"R_79QHf9Kffo4PHLf","8/14/12 10:18",1,3,2,0,1,0,1,0,1,0,1,5,0
"R_eOQVazf6LCIWCep","8/6/12 15:15",2,3,2,1,0,1,1,1,0,0,1,4,0
"R_25WPNhwmbvYT4oZ","8/14/12 13:06",1,3,2,1,1,0,1,0,1,0,1,4,0
"R_3q6QhKTDwuY2mlD","8/6/12 11:11",1,2,2,1,1,0,0,1,0,1,1,5,0
"R_3gtnRyQfiejmeoZ","8/8/12 11:46",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_784yvjpgqLqOqc5","8/24/12 12:51",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_cvgc6lXs23WDsW1","8/6/12 10:42",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_1ZClYiSniwoT393","8/24/12 11:16",1,2,1,0,1,0,0,0,1,0,0,4,0
"R_1Bu9xPGKBjFiiwt","8/14/12 10:11",1,2,2,0,1,0,0,0,1,0,0,,
"R_6VzZc6cuVPtib77","8/24/12 12:13",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_0UK0NmE1LBSb0dT","8/6/12 15:26",2,2,2,0,0,1,0,1,0,0,1,5,0
"R_6nbYMETowqzDFnn","8/15/12 21:28",3,,,,0,0,,,,,,4,0
"R_9X0KD8wfRYcI1md","8/8/12 15:05",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_bavVZPGrz5xiTBj","8/6/12 11:04",3,2,2,1,0,0,0,0,1,,1,5,0
"R_3OA5QnwrnDzQNhP","8/6/12 16:35",1,2,2,0,1,0,0,0,1,0,1,5,0
"R_7VE4mjx4pE6Kvm5","8/8/12 22:57",3,2,2,1,0,0,0,0,1,,0,5,0
"R_2rFgDZfUoCrNdml","8/8/12 8:55",2,2,2,0,0,1,0,1,0,0,1,4,0
"R_3adzqTgC641uUx7","8/14/12 9:49",1,3,2,0,1,0,1,0,1,0,0,5,0
"R_6JMEKRZvhEC3szj","8/14/12 12:18",,-99,-99,,,,,,,,,4,0
"R_0NG2Fdjji3zrkA5","8/14/12 9:46",2,2,2,1,0,1,0,,,,,4,2
"R_eP9KTKPrqf4WZHn","8/6/12 11:03",1,2,2,1,1,0,0,1,0,1,0,4,0
"R_0Na3D3kjwZGO34h","8/6/12 14:28",3,2,1,0,0,0,0,1,0,,1,4,0
"R_cOL7deJ7vvIouOh","8/14/12 12:21",1,3,2,0,1,0,1,1,0,1,0,4,0
"R_1C9OuP54nU6Hmg5","8/14/12 14:12",1,3,1,1,1,0,1,0,1,0,1,7,1
"R_5vFBkFooGr98Wnr","8/8/12 15:49",1,2,1,0,1,0,0,0,1,0,0,5,0
"R_0PrsGXFboPRc3wF","8/24/12 12:23",,,,,,,,,,,,4,0
"R_8HbdI35ipgFMfqJ","8/24/12 11:09",2,2,1,1,0,1,0,0,1,1,0,7,1
"R_7VyLFS2SReEbzs9","8/6/12 11:21",2,2,2,0,0,1,0,0,1,1,,4,0
"R_6EG8S8W5j2c1xbv","8/17/12 13:51",2,2,2,1,0,1,0,0,1,1,1,4,0
"R_5clOLIqSP5TPEe9","8/7/12 7:45",2,2,2,0,0,1,0,1,0,0,0,4,0
"R_6FsAcBVZbcRvjM1","8/13/12 20:52",3,2,2,1,0,0,0,,,,,,
"R_3C23tT30rGGDjjT","8/27/12 13:14",1,2,1,1,1,0,0,0,1,0,0,4,0
"R_8hIKJ2vaJxgqVEx","9/17/12 14:40",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_0ddMnngdlTvt04B","8/27/12 16:49",3,2,2,0,0,0,0,0,1,,1,4,0
"R_aWQIDPU71OnW5jT","8/7/12 21:41",3,2,2,0,0,0,0,1,0,,1,5,1
"R_ahCE09HJl99tq9D","8/12/12 10:22",3,2,2,1,0,0,0,0,1,,1,7,0
"R_dbzxGvuVK3ZeOhv","8/15/12 18:08",2,2,2,0,0,1,0,1,0,0,1,,
"R_25gmYnrMrG8EXqd","8/14/12 15:18",2,2,2,0,0,1,0,0,1,1,1,5,0
"R_ddtsstXdN20Vcl7","8/6/12 10:00",3,2,2,0,0,0,0,0,1,,1,4,0
"R_8GFWzMSgCFEuAqV","8/6/12 9:06",3,2,2,0,0,0,0,1,0,,0,4,0
"R_b2XOb8BQ1WWBmSx","8/6/12 10:53",3,2,2,0,0,0,0,0,1,,1,4,0
"R_8jMzVPSFVz2oVql","8/24/12 23:45",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_79w6y9CExd9PbCd","8/6/12 11:58",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_eyxnlkIPeQP8429","8/28/12 20:04",3,2,2,0,0,0,0,1,0,,0,4,0
"R_9NdQuKJDI7HENhj","8/6/12 12:30",3,2,2,0,0,0,0,1,0,,1,4,0
"R_9L8RNAMSNEIA8RL","8/24/12 13:39",1,2,2,,1,0,0,1,0,1,1,4,0
"R_7WMyC8kKgrN6HVb","8/6/12 20:16",,-99,-99,,,,,1,0,,,5,0
"R_6hYp9nJj3rZclP7","8/6/12 21:29",1,2,2,0,1,0,0,0,1,0,1,5,0
"R_8cCG0tm0LrN0JbT","8/14/12 13:08",3,2,1,0,0,0,0,1,0,,0,4,0
"R_3kIp3TtXNDXrLHD","8/6/12 12:48",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_b9pneQ6GrgsJ43z","8/16/12 10:44",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_6JfggoDEUx3pAln","8/24/12 11:18",1,2,2,1,1,0,0,,,,,5,0
"R_bkFqDi6CwNv3WyF","8/15/12 17:14",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_bdfnaPjBhFRh5LD","8/7/12 12:22",3,2,2,0,0,0,0,1,0,,1,4,0
"R_6LvBIvR9RlFQu69","8/6/12 8:53",,-99,-99,,,,,1,0,,,,
"R_8ewaME9dGJaRYfr","8/14/12 22:06",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_6niSF84XkhnNZjL","8/24/12 11:48",2,3,1,1,0,1,1,0,1,1,1,7,1
"R_3qovHr68pgrpzOR","8/6/12 22:37",2,3,2,,0,1,1,0,1,1,0,7,1
"R_eWqoD7ISpxhcVyl","8/6/12 16:10",1,3,2,1,1,0,1,0,1,0,1,,
"R_eRiXzi0VjRK0NA9","8/6/12 9:17",1,2,2,1,1,0,0,0,1,0,0,,
"R_7R3nQR053z0m0QZ","8/14/12 12:39",2,3,2,0,0,1,1,0,1,1,0,5,0
"R_8dnkX3dJMYuytrT","8/14/12 12:00",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_cGTRQ4Si8hGAe5T","8/14/12 20:09",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_3P0ZOAdpMz6GG8Z","8/15/12 13:39",2,2,2,1,0,1,0,0,1,1,1,,
"R_bHM2NBYS1UvYx93","8/14/12 10:05",1,3,2,1,1,0,1,0,1,0,0,7,0
"R_9RISDYZvgwnfhOJ","8/24/12 11:50",2,2,2,0,0,1,0,0,1,1,0,7,0
"R_3DBtNmqYdOn6mLb","8/7/12 0:04",2,3,2,1,0,1,1,1,0,0,0,4,0
"R_8zR4xTgEZsXux01","8/14/12 17:45",5,2,2,0,0,0,0,1,0,,0,5,0
"R_00rWTkKKbMOGvNr","8/24/12 11:28",2,2,2,,0,1,0,0,1,1,1,4,0
"R_3dz0AoAvCHy9ntH","8/14/12 10:57",1,3,2,1,1,0,1,0,1,0,1,4,0
"R_bvVaB05Z9JI8bGd","8/25/12 17:56",,,,,,,,,,,,4,0
"R_afay53QfIcme9Rr","8/6/12 10:13",,,,,,,,,,,,4,0
"R_4MwuTn03wT31fNz","8/8/12 1:26",2,2,2,1,0,1,0,1,0,0,1,5,0
"R_81yiKqNdgHAH0oJ","8/6/12 12:36",3,2,1,1,0,0,0,0,1,,0,4,0
"R_cUCkwqblrjptDN3","8/15/12 1:39",2,2,1,0,0,1,0,0,1,1,0,5,0
"R_82GV8aywTAtaog5","8/20/12 12:36",3,2,1,1,0,0,0,1,0,,0,4,0
"R_6R2gwsPOMEEwSUt","8/15/12 12:58",3,2,2,1,0,0,0,1,0,,0,,
"R_cuzxCCZWPVsBnPn","8/27/12 9:04",3,2,2,0,0,0,0,1,0,,0,,
"R_55QuL8wNpK1Zdnn","8/7/12 12:59",3,2,2,1,0,0,0,0,1,,1,,
"R_dmWHHUqpqM1gOQl","8/20/12 15:35",,-99,-99,,,,,0,1,,,4,0
"R_51shNoXrHQbbMBT","8/6/12 10:15",3,2,2,0,0,0,0,0,1,,0,,
"R_39mIQdAzwZ8UosZ","8/25/12 18:49",2,3,2,1,0,1,1,0,1,1,0,4,0
"R_08nWZVZbPlXSmgJ","8/17/12 11:34",1,3,2,0,1,0,1,1,0,1,0,,
"R_3Jb6FBXiJZnpcr3","8/7/12 13:49",3,3,2,1,0,0,1,0,1,,1,,
"R_ewyt4XpE6cK89Cd","8/14/12 12:38",3,2,2,0,0,0,0,1,0,,0,5,1
"R_9SvloctdyAOUKLb","8/8/12 16:19",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_8hKXyR6ve7YkF0x","8/7/12 4:45",2,3,2,1,0,1,1,1,0,0,1,4,0
"R_5BaQ6J8Z10cVzbn","8/6/12 20:17",2,2,2,1,0,1,0,1,0,0,0,5,0
"R_6EalRZoA4S2u5et","8/14/12 10:07",2,3,2,1,0,1,1,0,1,1,1,7,1
"R_bpvtEjgfW1Myqwd","8/24/12 11:19",1,2,2,0,1,0,0,1,0,1,0,5,1
"R_0wxCc1chSiSZURn","8/25/12 19:53",3,2,2,0,0,0,0,1,0,,0,,
"R_1FvHQKZoIbpQQUl","8/6/12 9:08",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_4P0E5ZDMcJTgB8N","8/27/12 15:44",5,2,2,0,0,0,0,0,1,,0,4,0
"R_07HzJnYo7NpYMsJ","8/6/12 12:48",1,3,2,0,1,0,1,0,1,0,1,,
"R_1zUQppJEvH8J3mJ","8/18/12 12:23",3,2,2,1,0,0,0,0,1,,0,5,0
"R_e8wdgdk1qEeaVzn","8/7/12 2:06",3,2,2,1,0,0,0,1,0,,0,5,0
"R_6scgESsXDmC5zbn","8/14/12 12:14",3,2,2,0,0,0,0,,,,,7,2
"R_0JKPjpdfYrNWhTf","8/24/12 15:57",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_8Hy9gD6Dw6KG0rH","8/6/12 17:55",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_1H5LXZvLmw0fr0h","8/25/12 22:10",,,,,,,,,,,,4,0
"R_0UtgR51Zu2sFORL","8/27/12 1:56",2,2,1,0,0,1,0,1,0,0,0,4,0
"R_1FgSGOIxULrB4MJ","8/24/12 14:21",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_8k9s9SgQzFn9mVn","8/14/12 10:29",1,3,2,0,1,0,1,0,1,0,1,7,0
"R_9FFqT6I2qPdslrn","8/24/12 12:15",3,2,2,1,0,0,0,0,1,,1,4,0
"R_bPkwMTRMVzPI21f","8/6/12 12:53",3,2,2,0,0,0,0,0,1,,0,5,0
"R_09hz8oGaSGGkiz3","8/6/12 23:52",1,2,2,1,1,0,0,1,0,1,1,5,0
"R_9QObcxGKjIiSYe1","8/8/12 10:35",2,2,2,0,0,1,0,0,1,1,0,4,0
"R_03c1r3Ozk7Bx7VP","8/6/12 10:17",2,3,-99,1,0,1,1,0,1,1,,4,0
"R_ekvFcvUUEhwyLyZ","8/14/12 13:07",2,3,2,1,0,1,1,0,1,1,1,5,1
"R_5hCQfAxtPn075nT","8/14/12 17:11",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_8dGn2XrZ6rJhzvf","8/14/12 10:02",3,2,2,1,0,0,0,,,,,4,0
"R_6SGaQUrc3CEoDzL","8/24/12 10:40",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_bJAzboYBcnm7jkp","8/7/12 8:32",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_b8aKqOK1GIlxosl","8/6/12 13:32",1,2,2,0,1,0,0,0,1,0,0,4,0
