"name","removed","time","time_edit","time_removed","time_alive","round","state","class","party","lengthofincumbency","leadership","committeechair","pagechar","population","region","locked","block","treatment_pre_order","influence","republican","term","living","treat_final","treatment_post_order"
"Al Franken","NO","05:06, 31 October 2014",10/31/2014 05:06:42,,,4,"Minnesota",2,"Democratic-Farmer-Labor",2009,,,337187,5303925,"MW",0,17,64,0,0,,,1,87
"Amy Klobuchar","16:31, 6 November 2014","17:31, 30 October 2014",10/30/2014 17:32:01,11/6/2014 16:30:17,601096192,4,"Minnesota",1,"Democratic-Farmer-Labor",2007,,,200691,5303925,"MW",0,19,42,0,0,,,3,42
"Angus King","22:30, 5 November 2014","15:17, 31 October 2014",10/31/2014 15:16:11,11/5/2014 22:28:56,457965568,4,"Maine",1,"Independent",2013,,,192119,1328361,"NE",0,8,84,0,0,,,4,10
"Barbara Boxer","NO","15:10, 31 October 2014",10/31/2014 15:09:38,,,4,"California",3,"Democratic",1993,,"Chair - Environment & Public Works; Ethics",313244,37253956,"W",0,17,80,1,0,,,3,11
"Barbara Mikulski","NO","15:52, 30 October 2014",10/30/2014 15:51:32,,,4,"Maryland",3,"Democratic",1987,,"Chair - Appropriations",300308,5773552,"S",0,19,25,1,0,,,4,74
"Ben Cardin","NO","04:50, 31 October 2014",10/31/2014 04:49:13,,,4,"Maryland",1,"Democratic",2007,,,199700,5773552,"S",0,7,55,0,0,,,3,23
"Bernie Sanders","04:56, 31 October 2014","04:46, 31 October 2014",10/31/2014 04:47:02,10/31/2014 04:55:46,524288,4,"Vermont",1,"Independent (Democratic Socialist)",2007,,"Chair - Veterans' Affairs",250858,625741,"NE",0,2,52,1,0,,,4,80
"Bill Nelson","04:57, 31 October 2014","04:47, 31 October 2014",10/31/2014 04:47:02,10/31/2014 04:57:58,655360,4,"Florida",1,"Democratic",2001,,,264321,18801310,"S",0,22,53,0,0,,,4,67
"Bob Casey, Jr.","16:03, 31 October 2014","15:06, 31 October 2014",10/31/2014 15:05:16,10/31/2014 16:02:03,3407872,4,"Pennsylvania",1,"Democratic",2007,,,249752,12702379,"NE",0,21,78,0,0,,,3,48
"Bob Corker","17:39, 30 October 2014","17:26, 30 October 2014",10/30/2014 17:25:28,10/30/2014 17:38:34,786432,4,"Tennessee",1,"Republican",2007,,"Ranking - Foreign Relations",266068,6346105,"S",0,9,40,1,1,,,4,64
"Bob Menendez","NO","08:27, 30 October 2014",10/30/2014 08:28:04,,,4,"New Jersey",1,"Democratic",2006,,"Chair - Foreign Relations",367853,8791894,"NE",1,24,14,1,0,,,2,83
"Brian Schatz","NO","17:02, 30 October 2014",10/30/2014 17:01:26,,,4,"Hawaii",3,"Democratic",2012,,,147020,1360301,"W",0,15,27,0,0,,,4,68
"Carl Levin","18:23, 30 October 2014","17:01, 30 October 2014",10/30/2014 17:01:26,10/30/2014 18:22:16,4849664,4,"Michigan",2,"Democratic",1979,,"Chair - Armed Forces",281477,9883640,"MW",0,4,26,1,0,,,4,84
"Chris Coons","05:26, 31 October 2014","05:25, 31 October 2014",10/31/2014 05:24:10,10/31/2014 05:26:21,131072,4,"Delaware",2,"Democratic",2010,,,168931,897934,"S",0,4,74,0,0,,,3,9
"Chris Murphy","05:04, 31 October 2014","17:15, 30 October 2014",10/30/2014 17:14:32,10/31/2014 05:04:31,42598400,4,"Connecticut",1,"Democratic",2013,,,26969,3574097,"NE",0,1,34,0,0,,,4,8
"Chuck Grassley","06:36, 7 November 2014","17:18, 30 October 2014",10/30/2014 17:18:54,11/7/2014 06:35:42,652607488,4,"Iowa",3,"Republican",1981,,"Ranking - Judciairy",277833,3046355,"MW",0,11,36,1,1,,,3,28
"Chuck Schumer","04:57, 31 October 2014","15:10, 30 October 2014",10/30/2014 15:10:01,10/31/2014 04:57:58,49676288,4,"New York",3,"Democratic",1999,"DCC Vice Chair & Policy Committee Chair",,368300,19378102,"NE",0,10,6,1,0,,,2,3
"Claire McCaskill","05:27, 31 October 2014","05:18, 31 October 2014",10/31/2014 05:17:37,10/31/2014 05:26:21,524288,4,"Missouri",1,"Democratic",2007,,,185508,5988927,"MW",0,12,71,0,0,,,2,27
"Cory Booker","15:37, 31 October 2014","15:35, 31 October 2014",10/31/2014 15:35:51,10/31/2014 15:38:02,131072,4,"New Jersey",2,"Democratic",2013,,,352603,8791894,"NE",0,11,94,0,0,,,2,75
"Dan Coats","06:48, 7 November 2014","17:43, 30 October 2014",10/30/2014 17:42:56,11/7/2014 06:48:48,651952128,4,"Indiana",3,"Republican",2011,,,157820,6483802,"MW",0,8,46,0,1,,,1,66
"David Vitter","06:40, 7 November 2014","15:32, 31 October 2014",10/31/2014 15:31:28,11/7/2014 06:40:04,572915712,4,"Louisiana",3,"Republican",2005,,"Ranking - Environment and Publics Works",422715,4533372,"S",0,4,92,1,1,,,2,60
"Dean Heller","23:42, 30 October 2014","17:29, 30 October 2014",10/30/2014 17:29:50,10/30/2014 23:41:12,22282240,4,"Nevada",1,"Republican",2011,,,177221,2700551,"W",0,10,41,0,1,,,3,58
"Deb Fischer","21:09, 31 October 2014","04:58, 31 October 2014",10/31/2014 04:57:58,10/31/2014 21:10:05,58327040,4,"Nebraska",1,"Republican",2013,,,139467,1826341,"MW",0,1,59,0,1,,,1,52
"Debbie Stabenow","06:48, 7 November 2014","05:11, 31 October 2014",10/31/2014 05:11:04,11/7/2014 06:48:48,610664448,4,"Michigan",1,"Democratic",2001,,"Chair - Agriculture, Nutrition, & Forestry",290847,9883640,"MW",0,8,66,1,0,,,1,76
"Dianne Feinstein","NO","10:07, 30 October 2014",10/30/2014 10:06:22,,,4,"California",1,"Democratic",1992,,"Chair - Intelligence",298727,37253956,"W",1,24,29,1,0,,,1,73
"Dick Durbin","NO","15:19, 30 October 2014",10/30/2014 15:18:46,,,4,"Illinois",2,"Democratic",1997,"Majority Whip",,277111,12830632,"MW",0,13,10,1,0,,,1,54
"Ed Markey","NO","15:30, 30 October 2014",10/30/2014 15:29:41,,,4,"Massachusetts",2,"Democratic",2013,,,258905,6547629,"NE",0,9,15,0,0,,,1,46
"Elizabeth Warren","20:24, 1 November 2014","21:55, 30 October 2014",10/30/2014 21:54:10,11/1/2014 20:23:48,167378944,4,"Massachusetts",1,"Democratic",2013,,,271980,6547629,"NE",1,24,58,0,0,,,3,22
"Harry Reid","23:10, 30 October 2014","17:50, 30 October 2014",10/30/2014 17:49:29,10/30/2014 23:10:37,19267584,4,"Nevada",3,"Democratic",1987,"Majority Leader",,279208,2700551,"W",0,5,50,1,0,,,1,37
"Heidi Heitkamp","18:11, 30 October 2014","17:44, 30 October 2014",10/30/2014 17:42:56,10/30/2014 18:11:20,1703936,4,"North Dakota",1,"Democratic",2013,,,160521,672591,"MW",0,14,47,0,0,,,4,32
"Jack Reed","06:41, 7 November 2014","15:35, 30 October 2014",10/30/2014 15:34:03,11/7/2014 06:40:04,659161088,4,"Rhode Island",2,"Democratic",1997,,,26686,1052567,"NE",0,4,17,0,0,,,1,38
"Jay Rockefeller","15:29, 31 October 2014","15:24, 31 October 2014",10/31/2014 15:24:55,10/31/2014 15:29:17,262144,4,"West Virginia",2,"Democratic",1985,,"Chair - Commerce, Science & Transporation",246790,1852994,"S",0,18,88,1,0,,,2,44
"Jeanne Shaheen","NO","15:17, 30 October 2014",10/30/2014 15:16:34,,,4,"New Hampshire",2,"Democratic",2009,,,189844,1316470,"NE",0,11,9,0,0,,,3,4
"Jeff Flake","06:44, 7 November 2014","15:40, 30 October 2014",10/30/2014 15:40:36,11/7/2014 06:44:26,659030016,4,"Arizona",1,"Republican",2013,,,191709,6392017,"W",0,12,19,0,1,,,2,63
"Jeff Merkley","06:50, 7 November 2014","04:59, 31 October 2014",10/31/2014 04:57:58,11/7/2014 06:50:59,611581952,4,"Oregon",2,"Democratic",2009,,,232469,3831074,"W",0,3,60,0,0,,,3,29
"Jeff Sessions","18:38, 31 October 2014","05:27, 31 October 2014",10/31/2014 05:26:21,10/31/2014 18:37:10,47448064,4,"Alabama",2,"Republican",1997,,"Ranking - Budget",212158,4779736,"S",0,20,75,1,1,,,4,12
"Jerry Moran","15:29, 31 October 2014","15:29, 31 October 2014",10/31/2014 15:29:17,10/31/2014 15:29:17,0,4,"Kansas",3,"Republican",2011,"NRSC Chair",,156071,2853118,"MW",0,9,91,1,1,,,2,96
"Jim Inhofe","19:03, 30 October 2014","10:33, 30 October 2014",10/30/2014 10:32:35,10/30/2014 19:03:46,30670848,4,"Oklahoma",2,"Republican",1994,,"Ranking - Armed Services",279401,3751351,"S",1,25,43,1,1,,,4,19
"Jim Risch","NO","17:10, 30 October 2014",10/30/2014 17:10:10,,,4,"Idaho",2,"Republican",2009,,,138548,1567582,"W",0,18,31,0,1,,,3,86
"Joe Donnelly","22:41, 30 October 2014","15:01, 30 October 2014",10/30/2014 15:01:17,10/30/2014 22:40:02,27525120,4,"Indiana",1,"Democratic",2013,,,323183,6483802,"MW",0,16,1,0,0,,,4,91
"Joe Manchin","16:47, 31 October 2014","15:39, 31 October 2014",10/31/2014 15:38:02,10/31/2014 16:47:56,4194304,4,"West Virginia",1,"Democratic",2010,,,240087,1852994,"S",0,15,96,0,0,,,4,85
"John Barrasso","16:33, 6 November 2014","04:54, 31 October 2014",10/31/2014 04:53:35,11/6/2014 16:32:28,560332800,4,"Wyoming",1,"Republican",2007,"Republican Policy Committee Chair",,157457,563626,"W",0,19,57,1,1,,,1,94
"John Boozman","18:09, 31 October 2014","15:27, 31 October 2014",10/31/2014 15:27:06,10/31/2014 18:08:46,9699328,4,"Arkansas",3,"Republican",2011,,,198243,2915918,"S",0,22,90,0,1,,,1,13
"John Cornyn","05:05, 31 October 2014","05:04, 31 October 2014",10/31/2014 05:04:31,10/31/2014 05:04:31,0,4,"Texas",2,"Republican",2003,"Minority Whip",,196963,25145561,"S",0,11,63,1,1,,,2,98
"John Hoeven","18:43, 31 October 2014","15:21, 31 October 2014",10/31/2014 15:20:33,10/31/2014 18:43:43,12189696,4,"North Dakota",3,"Republican",2011,,,130790,672591,"MW",0,12,86,0,1,,,3,81
"John McCain","01:45, 4 November 2014","21:52, 30 October 2014",10/30/2014 21:51:58,11/4/2014 01:44:09,359530496,4,"Arizona",3,"Republican",1987,,,631299,6392017,"W",1,25,56,0,1,,,3,93
"John Thune","21:11, 31 October 2014","15:15, 31 October 2014",10/31/2014 15:14:00,10/31/2014 21:10:05,21364736,4,"South Dakota",3,"Republican",2005,"Republican Conference Chair","Ranking - Commerce",200924,814180,"MW",0,1,83,1,1,,,4,92
"John Walsh","NO","15:19, 31 October 2014",10/31/2014 15:18:22,,,4,"Montana",2,"Democratic",2014,,,34029,989415,"W",0,10,85,0,0,,,1,33
"Johnny Isakson","23:52, 30 October 2014","17:08, 30 October 2014",10/30/2014 17:07:59,10/30/2014 23:52:07,24248320,4,"Georgia",3,"Republican",2005,,,173732,9687653,"S",0,21,30,0,1,,,2,97
"Jon Tester","17:42, 30 October 2014","17:14, 30 October 2014",10/30/2014 17:14:32,10/30/2014 17:42:56,1703936,4,"Montana",1,"Democratic",2007,,,164250,989415,"W",0,20,33,0,0,,,2,50
"Kay Hagan","15:34, 30 October 2014","15:22, 30 October 2014",10/30/2014 15:20:57,10/30/2014 15:34:03,786432,4,"North Carolina",2,"Democratic",2009,,,209877,9535483,"S",0,3,12,0,0,,,4,78
"Kelly Ayotte","16:05, 7 November 2014","15:33, 31 October 2014",10/31/2014 15:33:39,11/7/2014 16:05:52,606732288,4,"New Hampshire",3,"Republican",2011,,,196871,1316470,"NE",0,7,93,0,1,,,2,82
"Kirsten Gillibrand","16:52, 31 October 2014","17:16, 30 October 2014",10/30/2014 17:16:43,10/31/2014 16:52:18,84934656,4,"New York",1,"Democratic",2009,,,274110,19378102,"NE",0,22,35,0,0,,,2,31
"Lamar Alexander","13:14, 31 October 2014","05:15, 31 October 2014",10/31/2014 05:15:26,10/31/2014 13:13:51,28704768,4,"Tennessee",2,"Republican",2003,,"Ranking - Health, Education, Labor & Pensions",322481,6346105,"S",0,18,69,1,1,,,2,18
"Lindsey Graham","15:42, 30 October 2014","15:42, 30 October 2014",10/30/2014 15:42:47,10/30/2014 15:42:47,0,4,"South Carolina",2,"Republican",2003,,,212097,4625364,"S",0,17,20,0,1,,,2,55
"Lisa Murkowski","16:14, 30 October 2014","15:50, 30 October 2014",10/30/2014 15:49:21,10/30/2014 16:13:22,1441792,4,"Alaska",3,"Republican",2002,,"Ranking - Energy & Natural Resources",272033,710231,"W",0,7,24,1,1,,,4,70
"Marco Rubio","16:50, 31 October 2014","08:03, 31 October 2014",10/31/2014 08:03:39,10/31/2014 16:50:07,31588352,4,"Florida",3,"Republican",2011,,,263040,18801310,"S",1,25,77,0,1,,,2,59
"Maria Cantwell","06:19, 7 November 2014","15:07, 30 October 2014",10/30/2014 15:07:50,11/7/2014 06:18:13,659423232,4,"Washington",1,"Democratic",2001,,"Chair - Small Business & Entrepreneurship",218204,6724540,"W",0,6,4,1,0,,,3,62
"Mark Begich","05:26, 31 October 2014","05:13, 31 October 2014",10/31/2014 05:13:15,10/31/2014 05:26:21,786432,4,"Alaska",2,"Democratic",2009,,,193183,710231,"W",0,5,67,0,0,,,4,15
"Mark Kirk","19:15, 31 October 2014","22:22, 30 October 2014",10/30/2014 22:22:33,10/31/2014 19:14:18,75104256,4,"Illinois",3,"Republican",2010,,,218416,12830632,"MW",1,23,73,0,1,,,4,53
"Mark Pryor","16:14, 31 October 2014","05:21, 31 October 2014",10/31/2014 05:21:59,10/31/2014 16:12:59,39059456,4,"Arkansas",2,"Democratic",2003,,,177736,2915918,"S",0,21,72,0,0,,,3,17
"Mark Udall","17:28, 30 October 2014","17:24, 30 October 2014",10/30/2014 17:23:17,10/30/2014 17:27:39,262144,4,"Colorado",2,"Democratic",2009,,,147441,5029196,"W",0,13,38,0,0,,,3,49
"Mark Warner","NO","15:33, 30 October 2014",10/30/2014 15:34:03,,,4,"Virginia",2,"Democratic",2009,,,246922,8001024,"S",0,18,16,0,0,,,3,69
"Martin Heinrich","06:49, 7 November 2014","15:02, 31 October 2014",10/31/2014 15:03:04,11/7/2014 06:48:48,575143936,4,"New Mexico",1,"Democratic",2013,,,167735,2059179,"W",0,3,76,0,0,,,1,21
"Mary Landrieu","23:47, 30 October 2014","17:05, 30 October 2014",10/30/2014 17:05:48,10/30/2014 23:47:45,24117248,4,"Louisiana",2,"Democratic",1997,,"Chair - Natural Resources",285584,4533372,"S",0,7,28,1,0,,,1,35
"Mazie Hirono","21:14, 31 October 2014","15:46, 30 October 2014",10/30/2014 15:44:58,10/31/2014 21:14:27,106168320,4,"Hawaii",1,"Democratic",2013,,,183788,1360301,"W",0,1,22,0,0,,,1,36
"Michael Bennet","NO","15:42, 31 October 2014",10/31/2014 15:42:24,,,4,"Colorado",3,"Democratic",2009,"DSCC Chair",,172632,5029196,"W",0,14,97,1,0,,,1,71
"Mike Crapo","NO","15:25, 30 October 2014",10/30/2014 15:25:19,,,4,"Idaho",3,"Republican",1999,,"Ranking - Banking, Housing, & Urban Affairs",166313,1567582,"W",0,20,13,1,1,,,3,95
"Mike Enzi","NO","15:12, 30 October 2014",10/30/2014 15:12:12,,,4,"Wyoming",2,"Republican",1997,,,160159,563626,"W",0,22,7,0,1,,,3,79
"Mike Johanns","15:46, 31 October 2014","15:44, 31 October 2014",10/31/2014 15:44:35,10/31/2014 15:46:46,131072,4,"Nebraska",2,"Republican",2009,,,231398,1826341,"MW",0,5,98,0,1,,,4,90
"Mike Lee","16:53, 31 October 2014","15:12, 31 October 2014",10/31/2014 15:11:49,10/31/2014 16:52:18,6029312,4,"Utah",3,"Republican",2011,,,31298,2763885,"W",0,19,81,0,1,,,2,7
"Mitch McConnell","13:36, 31 October 2014","05:01, 31 October 2014",10/31/2014 05:00:09,10/31/2014 13:35:42,30932992,4,"Kentucky",2,"Republican",1985,"Minority Leader",,282892,4339367,"S",0,14,61,1,1,,,3,2
"Orrin Hatch","15:13, 30 October 2014","15:02, 30 October 2014",10/30/2014 15:01:17,10/30/2014 15:12:12,655360,4,"Utah",1,"Republican",1977,,"Ranking - Finance",279203,2763885,"W",0,14,2,1,1,,,2,77
"Pat Roberts","15:12, 30 October 2014","15:04, 30 October 2014",10/30/2014 15:03:28,10/30/2014 15:12:12,524288,4,"Kansas",2,"Republican",1997,,,154240,2853118,"MW",0,5,3,0,1,,,1,56
"Pat Toomey","NO","15:22, 31 October 2014",10/31/2014 15:22:44,,,4,"Pennsylvania",3,"Republican",2011,,,224815,12702379,"NE",0,13,87,0,1,,,2,14
"Patrick Leahy","NO","15:26, 31 October 2014",10/31/2014 15:24:55,,,4,"Vermont",3,"Democratic",1975,"President Pro Tempore","Chair - Judiciary",218555,625741,"NE",0,20,89,1,0,,,1,72
"Patty Murray","22:39, 30 October 2014","17:47, 30 October 2014",10/30/2014 17:47:18,10/30/2014 22:40:02,17563648,4,"Washington",3,"Democratic",1993,"Democratic Conference Secretary","Chair - Budget",199702,6724540,"W",0,16,49,1,0,,,4,30
"Rand Paul","NO","08:48, 30 October 2014",10/30/2014 08:47:44,,,4,"Kentucky",3,"Republican",2011,,,385218,4339367,"S",1,25,23,0,1,,,1,41
"Richard Blumenthal","04:56, 31 October 2014","04:44, 31 October 2014",10/31/2014 04:44:51,10/31/2014 04:55:46,655360,4,"Connecticut",3,"Democratic",2011,,,302412,3574097,"NE",0,10,51,0,0,,,4,100
"Richard Burr","19:36, 31 October 2014","05:17, 31 October 2014",10/31/2014 05:17:37,10/31/2014 19:36:08,51511296,4,"North Carolina",3,"Republican",2005,,"Ranking - Veterans' Affairs",213365,9535483,"S",0,9,70,1,1,,,3,6
"Richard Shelby","NO","08:48, 31 October 2014",10/31/2014 08:47:20,,,4,"Alabama",3,"Republican",1987,,"Ranking - Appropriations",209610,4779736,"S",0,23,99,1,1,,,2,25
"Rob Portman","23:54, 30 October 2014","15:08, 30 October 2014",10/30/2014 15:07:50,10/30/2014 23:54:19,31588352,4,"Ohio",3,"Republican",2011,,,396029,11536504,"MW",0,8,5,0,1,,,4,34
"Roger Wicker","04:58, 31 October 2014","04:48, 31 October 2014",10/31/2014 04:47:02,10/31/2014 04:57:58,655360,4,"Mississippi",1,"Republican",2007,,,138774,2967297,"S",0,13,54,0,1,,,4,89
"Ron Johnson","NO","08:37, 30 October 2014",10/30/2014 08:36:48,,,4,"Wisconsin",3,"Republican",2011,,,30687,5686986,"MW",0,23,18,0,1,,,1,43
"Ron Wyden","NO","15:14, 30 October 2014",10/30/2014 15:14:23,,,4,"Oregon",3,"Democratic",1996,,"Chair - Finance",252810,3831074,"W",0,15,8,1,0,,,1,20
"Roy Blunt","06:45, 7 November 2014","17:13, 30 October 2014",10/30/2014 17:12:21,11/7/2014 06:44:26,653524992,4,"Missouri",3,"Republican",2011,"Republican Conference Vice Chair",,191135,5988927,"MW",0,12,32,1,1,,,3,24
"Saxby Chambliss","NO","17:37, 30 October 2014",10/30/2014 17:36:23,,,4,"Georgia",2,"Republican",2003,,"Ranking - Intelligence",193829,9687653,"S",0,6,44,1,1,,,3,5
"Sheldon Whitehouse","NO","17:25, 30 October 2014",10/30/2014 17:25:28,,,4,"Rhode Island",1,"Democratic",2007,,,163700,1052567,"NE",0,2,39,0,0,,,1,40
"Sherrod Brown","06:32, 7 November 2014","15:07, 31 October 2014",10/31/2014 15:07:27,11/7/2014 06:31:20,573833216,4,"Ohio",1,"Democratic",2007,,,229033,11536504,"MW",0,16,79,0,0,,,1,51
"Susan Collins","15:44, 30 October 2014","15:43, 30 October 2014",10/30/2014 15:42:47,10/30/2014 15:44:58,131072,4,"Maine",2,"Republican",1997,,,262550,1328361,"NE",0,2,21,0,1,,,2,1
"Tammy Baldwin","NO","10:39, 30 October 2014",10/30/2014 10:39:08,,,4,"Wisconsin",1,"Democratic",2013,,,219047,5686986,"MW",1,23,45,0,0,,,3,99
"Ted Cruz","16:09, 31 October 2014","08:37, 31 October 2014",10/31/2014 08:36:25,10/31/2014 16:08:37,27131904,4,"Texas",1,"Republican",2013,,,352005,25145561,"S",1,24,95,0,1,,,4,26
"Thad Cochran","06:33, 7 November 2014","05:03, 31 October 2014",10/31/2014 05:02:20,11/7/2014 06:33:31,610271232,4,"Mississippi",2,"Republican",1978,,"Ranking - Agriculture, Nutrition, & Forestry",191442,2967297,"S",0,16,62,1,1,,,1,16
"Tim Johnson","17:39, 4 November 2014","15:14, 31 October 2014",10/31/2014 15:14:00,11/4/2014 17:38:47,354287616,4,"South Dakota",2,"Democratic",1997,,"Chair - Banking, Housing, & Urban Affairs",30392,814180,"MW",0,2,82,1,0,,,3,65
"Tim Kaine","NO","05:14, 31 October 2014",10/31/2014 05:13:15,,,4,"Virginia",1,"Democratic",2013,,,276726,8001024,"S",0,6,68,0,0,,,2,39
"Tim Scott","17:21, 30 October 2014","17:20, 30 October 2014",10/30/2014 17:18:54,10/30/2014 17:21:06,131072,4,"South Carolina",3,"Republican",2013,,,212444,4625364,"S",0,3,37,0,1,,,2,57
"Tom Carper","NO","17:45, 30 October 2014",10/30/2014 17:45:07,,,4,"Delaware",1,"Democratic",2001,,"Chair - Homeland Security & Governmental Affairs",218073,897934,"S",0,17,48,1,0,,,4,47
"Tom Coburn","05:24, 31 October 2014","05:09, 31 October 2014",10/31/2014 05:08:53,10/31/2014 05:24:10,917504,4,"Oklahoma",3,"Republican",2005,,"Ranking - Homeland Security",337029,3751351,"S",0,15,65,1,1,,,1,45
"Tom Harkin","15:49, 31 October 2014","15:49, 31 October 2014",10/31/2014 15:48:57,10/31/2014 15:48:57,0,4,"Iowa",2,"Democratic",1985,,"Chair - Health, Education, Labor & Pensions",284160,3046355,"MW",0,6,100,1,0,,,2,88
"Tom Udall","15:21, 30 October 2014","15:21, 30 October 2014",10/30/2014 15:20:57,10/30/2014 15:20:57,0,4,"New Mexico",2,"Democratic",2009,,,135487,2059179,"W",0,21,11,0,0,,,2,61
